,Unnamed: 0,title,clean_title,studio,domestic_gross,foreign_gross,year,genre_imdb,genre_tndb,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,TV Movie,Thriller,War,Western,Biography,Sport,Musical
368,368,Cowboys & Aliens,cowboys & aliens,Uni.,100200000.0,74600000.0,2011,,"[28, 878, 53, 37]",,,,,,,,,,,,,,,,,,,,,,
369,369,In Time,in time,Fox,37500000.0,136400000.0,2011,"Action,Crime,Drama","[28, 53, 878]",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
370,370,Zookeeper,zookeeper,Sony,80400000.0,89500000.0,2011,"Comedy,Family,Romance","[35, 10749, 10751]",False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,,False,False,False,False,False,False
371,371,The Muppets,the muppets,BV,88600000.0,76600000.0,2011,"Adventure,Comedy,Family","[35, 10751, 10402]",False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
372,372,Limitless,limitless,Rela.,79200000.0,82600000.0,2011,"Mystery,Sci-Fi,Thriller","[53, 9648, 878]",False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,,True,False,False,False,False,False
373,373,Johnny English Reborn,johnny english reborn,Uni.,8300000.0,151800000.0,2011,"Action,Adventure,Comedy","[80, 12, 28, 35, 53]",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
374,374,Final Destination 5,final destination 5,WB (NL),42600000.0,115300000.0,2011,Horror,"[27, 9648]",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False
375,375,Tower Heist,tower heist,Uni.,78000000.0,74900000.0,2011,"Action,Comedy,Crime","[28, 35]",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
376,376,Midnight in Paris,midnight in paris,SPC,56800000.0,94300000.0,2011,"Comedy,Documentary,Drama","[14, 35, 10749]",False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
377,377,Happy Feet Two,happy feet two,WB,64000000.0,86400000.0,2011,"Adventure,Animation,Comedy","[16, 35, 10751]",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
378,378,I Am Number Four,i am number four,BV,55100000.0,94800000.0,2011,,"[28, 53, 878, 12]",,,,,,,,,,,,,,,,,,,,,,
379,379,Jack and Jill,jack and jill,Sony,74200000.0,75500000.0,2011,Comedy,[35],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
380,380,Friends with Benefits,friends with benefits,SGem,55800000.0,93700000.0,2011,"Comedy,Romance","[10749, 35]",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
381,381,No Strings Attached,no strings attached,Par.,70700000.0,78600000.0,2011,"Comedy,Romance","[35, 10749]",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
382,382,Arthur Christmas,arthur christmas,Sony,46500000.0,101000000.0,2011,"Adventure,Animation,Comedy","[18, 16, 10751, 35]",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
383,383,Source Code,source code,Sum.,54700000.0,92600000.0,2011,"Action,Drama,Sci-Fi","[53, 878, 9648]",True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,False,False,False,False,False,False
384,384,"Crazy, Stupid, Love.",crazy stupid love,WB,84400000.0,58500000.0,2011,,"[35, 18, 10749]",,,,,,,,,,,,,,,,,,,,,,
385,385,New Year's Eve,new years eve,WB (NL),54500000.0,87500000.0,2011,,"[35, 10749]",,,,,,,,,,,,,,,,,,,,,,
386,386,Contagion,contagion,WB,75700000.0,59800000.0,2011,"Action,Drama,Thriller","[18, 53, 878]",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
387,387,The Artist,the artist,Wein.,44700000.0,88800000.0,2011,"Comedy,Drama,Romance","[18, 35, 10749]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
388,388,The Three Musketeers (2011),the three musketeers (2011),Sum.,20400000.0,111900000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
389,389,Unknown,unknown,WB,63700000.0,67099999.0,2011,"Action,Mystery,Thriller","[28, 9648, 53]",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,True,False,False,False,False,False
390,390,The Adjustment Bureau,the adjustment bureau,Uni.,62500000.0,65400000.0,2011,"Romance,Sci-Fi,Thriller","[878, 53, 10749]",False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,True,False,False,False,False,False
391,391,We Bought a Zoo,we bought a zoo,Fox,75600000.0,44500000.0,2011,"Comedy,Drama,Family","[18, 35, 10751]",False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
392,392,Water for Elephants,water for elephants,Fox,58700000.0,58400000.0,2011,"Drama,Romance","[18, 10749]",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
393,393,The Iron Lady,the iron lady,Wein.,30000000.0,84900000.0,2011,"Biography,Drama","[36, 18]",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,False,False
394,394,Moneyball,moneyball,Sony,75600000.0,34600000.0,2011,"Biography,Drama,Sport",[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,True,False
395,395,Sanctum,sanctum,Uni.,23200000.0,85400000.0,2011,"Adventure,Drama,Thriller","[28, 53]",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
396,396,Justin Bieber: Never Say Never,justin bieber never say never,Par.,73000000.0,26000000.0,2011,"Documentary,Music","[99, 10402, 10751]",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False
397,397,Paul,paul,Uni.,37400000.0,60600000.0,2011,"Adventure,Comedy,Sci-Fi","[12, 35, 878]",False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False
398,398,Scream 4,scream 4,W/Dim.,38200000.0,59000000.0,2011,"Horror,Mystery","[27, 9648]",False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,False,False,False,False,False,False
399,399,Insidious,insidious,FD,54000000.0,43000000.0,2011,"Horror,Mystery,Thriller","[27, 53]",False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,True,False,False,False,False,False
400,400,The Rite,the rite,WB (NL),33000000.0,63000000.0,2011,"Drama,Horror,Mystery","[18, 53, 27]",False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,,False,False,False,False,False,False
401,401,Dolphin Tale,dolphin tale,WB,72300000.0,23100000.0,2011,"Drama,Family","[18, 10751]",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
402,402,Season of the Witch,season of the witch,Rela.,24800000.0,66800000.0,2011,"Action,Adventure,Fantasy","[12, 14, 28]",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False
403,403,Sucker Punch,sucker punch,WB,36400000.0,53400000.0,2011,"Action,Adventure,Fantasy","[28, 14, 53]",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False
404,404,Red Riding Hood,red riding hood,WB,37700000.0,51500000.0,2011,"Fantasy,Horror,Mystery","[14, 53, 27]",False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,,False,False,False,False,False,False
405,405,Spy Kids: All the Time in the World,spy kids all the time in the world,W/Dim.,38500000.0,47000000.0,2011,,"[10751, 35, 28]",,,,,,,,,,,,,,,,,,,,,,
406,406,J. Edgar,j edgar,WB,37300000.0,47600000.0,2011,"Biography,Crime,Drama","[18, 80, 36]",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,False,False
407,407,Hall Pass,hall pass,WB (NL),45100000.0,38100000.0,2011,"Comedy,Romance","[35, 10749]",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
408,408,"Big Mommas: Like Father, Like Son",big mommas like father like son,Fox,37900000.0,44800000.0,2011,"Action,Comedy,Crime","[80, 35, 28]",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
409,409,Abduction,abduction,LGF,28100000.0,54000000.0,2011,"Action,Mystery,Thriller","[53, 28, 9648]",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,True,False,False,False,False,False
410,410,"Tinker, Tailor, Soldier, Spy",tinker tailor soldier spy,Focus,24100000.0,56500000.0,2011,,"[18, 53, 9648]",,,,,,,,,,,,,,,,,,,,,,
411,411,Priest,priest,SGem,29100000.0,49200000.0,2011,"Action,Adventure,Fantasy","[14, 27]",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False
412,412,Drive (2011),drive (2011),FD,35100000.0,41100000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
413,413,The Mechanic,the mechanic,CBS,29100000.0,47000000.0,2011,"Action,Crime,Thriller","[28, 53, 80]",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
414,414,The Ides of March,the ides of march,Sony,41000000.0,35000000.0,2011,"Drama,Thriller",[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
415,415,The Change-Up,the change-up,Uni.,37100000.0,38400000.0,2011,"Comedy,Fantasy",[35],False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False
416,416,The Lincoln Lawyer,the lincoln lawyer,LGF,58000000.0,17000000.0,2011,"Crime,Drama,Thriller","[80, 18, 53]",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
417,417,Diary of a Wimpy Kid: Rodrick Rules,diary of a wimpy kid rodrick rules,Fox,52700000.0,19700000.0,2011,"Comedy,Family","[10751, 35]",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
418,418,Larry Crowne,larry crowne,Uni.,35600000.0,36400000.0,2011,"Comedy,Drama,Romance","[35, 10749, 18]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
419,419,The Dilemma,the dilemma,Uni.,48500000.0,21200000.0,2011,"Comedy,Drama","[35, 18]",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
420,420,The Darkest Hour,the darkest hour,Sum.,21400000.0,43200000.0,2011,"Action,Adventure,Horror","[27, 28, 53, 878]",True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False
421,421,Hanna,hanna,Focus,40300000.0,23500000.0,2011,"Action,Drama,Thriller","[28, 53, 12]",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
422,422,Footloose (2011),footloose (2011),Par.,51800000.0,11700000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
423,423,Elite Squad: The Enemy Within,elite squad the enemy within,Vari.,100000.0,62900000.0,2011,,"[18, 28, 80]",,,,,,,,,,,,,,,,,,,,,,
424,424,Colombiana,colombiana,TriS,36700000.0,24300000.0,2011,"Action,Drama,Thriller","[28, 53, 80, 18]",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
425,425,Something Borrowed,something borrowed,WB,39000000.0,21100000.0,2011,"Comedy,Drama,Romance","[35, 18, 10749]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
426,426,One Day,one day,Focus,13800000.0,45500000.0,2011,"Drama,Romance","[18, 10749]",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
427,427,Beginning of the Great Revival,beginning of the great revival,CL,151000.0,58200000.0,2011,,"[18, 28, 36, 10752]",,,,,,,,,,,,,,,,,,,,,,
428,428,Killer Elite,killer elite,ORF,25100000.0,31300000.0,2011,"Action,Crime,Thriller","[28, 12, 53]",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
429,429,Extremely Loud & Incredibly Close,extremely loud & incredibly close,WB,31800000.0,23400000.0,2011,,[18],,,,,,,,,,,,,,,,,,,,,,
430,430,The Tree of Life,the tree of life,FoxS,13300000.0,41000000.0,2011,"Drama,Fantasy","[18, 14]",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,False,False,False,False,False,False
431,431,Tyler Perry's Madea's Big Happy Family,tyler perrys madeas big happy family,LGF,53300000.0,816000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
432,432,Detective Dee and the Mystery of the Phantom Flame,detective dee and the mystery of the phantom flame,IM,460000.0,51300000.0,2011,,"[28, 12, 18, 9648]",,,,,,,,,,,,,,,,,,,,,,
433,433,Winnie the Pooh,winnie the pooh,BV,26700000.0,23200000.0,2011,"Adventure,Animation,Comedy","[16, 10751]",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
434,434,Conan the Barbarian (2011),conan the barbarian (2011),LGF,21300000.0,27500000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
435,435,Soul Surfer,soul surfer,TriS,43900000.0,3200000.0,2011,"Biography,Drama,Family","[10751, 28, 18]",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,True,False,False
436,436,War of the Arrows,war of the arrows,CJ,251000.0,45800000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
437,437,Arthur (2011),arthur (2011),WB,33000000.0,12700000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
438,438,The Debt,the debt,Focus,31200000.0,14500000.0,2011,"Drama,Thriller","[18, 53]",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
439,439,Beastly,beastly,CBS,27900000.0,15300000.0,2011,"Drama,Fantasy,Romance","[18, 14, 10749, 878]",False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,,False,False,False,False,False,False
440,440,Of Gods and Men,of gods and men,SPC,4000000.0,38200000.0,2011,,"[18, 36]",,,,,,,,,,,,,,,,,,,,,,
441,441,Born to Be Wild (IMAX),born to be wild (imax),WB,25900000.0,15600000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
442,442,Evangelion 2.0: You Can (Not) Advance,evangelion 20 you can (not) advance,Elev.,134000.0,41000000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
443,443,Fright Night (2011),fright night (2011),BV,18300000.0,22700000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
444,444,30 Minutes or Less,30 minutes or less,Sony,37100000.0,3500000.0,2011,"Action,Comedy,Crime","[28, 12, 35]",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
445,445,The Roommate,the roommate,SGem,37300000.0,3200000.0,2011,"Drama,Thriller","[53, 18, 27]",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
446,446,Shark Night 3D,shark night 3d,Rela.,18900000.0,21300000.0,2011,"Horror,Thriller","[27, 53]",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,True,False,False,False,False,False
447,447,Monte Carlo,monte carlo,Fox,23200000.0,16500000.0,2011,"Adventure,Comedy,Family","[12, 35, 10749]",False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
448,448,50/50,50/50,Sum.,35000000.0,4200000.0,2011,"Comedy,Drama,Romance","[35, 18]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
449,449,Mars Needs Moms,mars needs moms,BV,21400000.0,17600000.0,2011,"Adventure,Animation,Family","[12, 16, 10751]",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
450,450,Dream House,dream house,Uni.,21300000.0,17200000.0,2011,"Comedy,Drama,Romance","[18, 53, 9648]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
451,451,Jumping the Broom,jumping the broom,TriS,37300000.0,415000.0,2011,"Comedy,Drama",[35],False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
452,452,Don't Be Afraid of the Dark,dont be afraid of the dark,FD,24000000.0,12900000.0,2011,"Fantasy,Horror,Thriller","[14, 27, 53]",False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,,True,False,False,False,False,False
453,453,RA One,ra one,Eros,2500000.0,33400000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
454,454,A Very Harold & Kumar 3D Christmas,a very harold & kumar 3d christmas,WB,35100000.0,326000.0,2011,"Adventure,Comedy",,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
455,455,My Week with Marilyn,my week with marilyn,Wein.,14600000.0,20500000.0,2011,"Biography,Drama",[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,False,False
456,456,The Sitter,the sitter,Fox,30400000.0,4500000.0,2011,Comedy,[35],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
457,457,Jane Eyre,jane eyre,Focus,11200000.0,23500000.0,2011,,"[18, 10749]",,,,,,,,,,,,,,,,,,,,,,
458,458,Courageous,courageous,TriS,34500000.0,,2011,Drama,[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
459,459,Shaolin,shaolin,Vari.,66100.0,33600000.0,2011,,"[28, 18]",,,,,,,,,,,,,,,,,,,,,,
460,460,African Cats,african cats,BV,15400000.0,15400000.0,2011,,"[99, 10751, 12]",,,,,,,,,,,,,,,,,,,,,,
461,461,The Skin I Live In,the skin i live in,SPC,3200000.0,27700000.0,2011,,"[18, 27, 9648, 53]",,,,,,,,,,,,,,,,,,,,,,
462,462,I Don't Know How She Does It,i dont know how she does it,Wein.,9700000.0,20900000.0,2011,"Comedy,Romance","[10749, 35]",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
463,463,What's Your Number?,whats your number?,Fox,14000000.0,16399999.0,2011,"Comedy,Romance","[35, 10749]",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
464,464,Drive Angry,drive angry,Sum.,10700000.0,18200000.0,2011,"Action,Fantasy,Thriller","[14, 53, 28, 80]",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,True,False,False,False,False,False
465,465,Carnage (2011),carnage (2011),SPC,2500000.0,25100000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
466,466,A Dangerous Method,a dangerous method,SPC,5700000.0,21800000.0,2011,"Biography,Drama,Romance","[18, 53]",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,True,False,False
467,467,The Thing (2011),the thing (2011),Uni.,16900000.0,10500000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
468,468,The Eagle,the eagle,Focus,19500000.0,7600000.0,2011,"Action,Adventure,Drama","[12, 18]",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
469,469,Legend of the Fist: The Return of Chen Zhen,legend of the fist the return of chen zhen,Vari.,50400.0,26500000.0,2011,,"[18, 28, 36, 53]",,,,,,,,,,,,,,,,,,,,,,
470,470,Apollo 18,apollo 18,W/Dim.,17700000.0,7900000.0,2011,"Horror,Mystery,Sci-Fi","[27, 53, 878]",False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,,False,False,False,False,False,False
471,471,Biutiful,biutiful,RAtt.,5100000.0,20000000.0,2011,"Drama,Romance",[18],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
472,472,Your Highness,your highness,Uni.,21600000.0,3300000.0,2011,"Adventure,Comedy,Fantasy","[14, 18, 28, 35, 878]",False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False
473,473,Our Idiot Brother,our idiot brother,Wein.,24800000.0,,2011,"Comedy,Drama","[35, 18]",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
474,474,The Rum Diary,the rum diary,FD,13100000.0,10800000.0,2011,"Comedy,Drama","[18, 35]",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
475,475,The Women on the 6th Floor,the women on the 6th floor,Strand,720000.0,22500000.0,2011,,[35],,,,,,,,,,,,,,,,,,,,,,
476,476,Potiche,potiche,MBox,1600000.0,21600000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
477,477,Warrior,warrior,LGF,13700000.0,9400000.0,2011,"Drama,Sport",[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,True,False
478,478,Young Adult,young adult,Par.,16300000.0,6600000.0,2011,"Comedy,Drama","[35, 18]",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
479,479,Sarah's Key,sarahs key,Wein.,7700000.0,13400000.0,2011,,"[18, 10752]",,,,,,,,,,,,,,,,,,,,,,
480,480,The Way Back,the way back,NM,2700000.0,17600000.0,2011,,"[18, 12, 36]",,,,,,,,,,,,,,,,,,,,,,
481,481,A Separation,a separation,SPC,7100000.0,12800000.0,2011,,[18],,,,,,,,,,,,,,,,,,,,,,
482,482,The Guard,the guard,SPC,5400000.0,14200000.0,2011,"Comedy,Crime,Thriller","[28, 35, 53, 80]",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
483,483,Margin Call,margin call,RAtt.,5400000.0,14200000.0,2011,"Drama,Thriller","[53, 18]",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
484,484,Glee The 3D Concert Movie,glee the 3d concert movie,Fox,11900000.0,6800000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
485,485,Shame,shame,FoxS,3900000.0,13800000.0,2011,Drama,[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
486,486,13 Assassins,13 assassins,Magn.,803000.0,16800000.0,2011,,"[12, 18, 28]",,,,,,,,,,,,,,,,,,,,,,
487,487,Hoodwinked Too! Hood vs. Evil,hoodwinked too! hood vs evil,Wein.,10100000.0,6800000.0,2011,,"[35, 16, 10751]",,,,,,,,,,,,,,,,,,,,,,
488,488,The Heir Apparent: Largo Winch,the heir apparent largo winch,MBox,10400.0,16900000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
489,489,The Last Godfather,the last godfather,RAtt.,164000.0,16600000.0,2011,"Comedy,Crime,Romance","[28, 35, 53]",False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
490,490,Delhi Belly,delhi belly,UTV,1500000.0,15200000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
491,491,Melancholia,melancholia,Magn.,3000000.0,12900000.0,2011,"Drama,Sci-Fi","[18, 878]",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,,False,False,False,False,False,False
492,492,Judy Moody and the NOT Bummer Summer,judy moody and the not bummer summer,Rela.,15000000.0,678000.0,2011,,"[35, 10751]",,,,,,,,,,,,,,,,,,,,,,
493,493,The Conspirator,the conspirator,RAtt.,11500000.0,3900000.0,2011,"Crime,Drama,History","[80, 18, 36]",False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,,False,False,False,False,False,False
494,494,Anonymous,anonymous,Sony,4500000.0,10900000.0,2011,"Drama,Thriller","[18, 36, 53]",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
495,495,Ip Man 2: Legend of the Grandmaster,ip man 2 legend of the grandmaster,Vari.,206000.0,14900000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
496,496,The Housemaid,the housemaid,IFC,158000.0,14600000.0,2011,,"[10749, 27]",,,,,,,,,,,,,,,,,,,,,,
497,497,Desert Flower,desert flower,NGE,44300.0,14600000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
498,498,Pina,pina,IFC,3500000.0,11100000.0,2011,,[99],,,,,,,,,,,,,,,,,,,,,,
499,499,Beginners,beginners,Focus,5800000.0,8500000.0,2011,"Comedy,Drama,Romance","[18, 10749, 35]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
500,500,My Afternoons with Margueritte,my afternoons with margueritte,Cohen,667000.0,13600000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
501,501,I Saw the Devil,i saw the devil,Magn.,129000.0,12600000.0,2011,,"[53, 27]",,,,,,,,,,,,,,,,,,,,,,
502,502,The Hedgehog,the hedgehog,NeoC,708000.0,12000000.0,2011,,"[35, 18]",,,,,,,,,,,,,,,,,,,,,,
503,503,Gainsbourg: A Heroic Life,gainsbourg a heroic life,MBox,233000.0,12000000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
504,504,The Warring States,the warring states,CL,69000.0,11800000.0,2011,,"[18, 28, 10749, 10752]",,,,,,,,,,,,,,,,,,,,,,
505,505,What Women Want (Wo Zhi Nu Run Xin),what women want (wo zhi nu run xin),CL,124000.0,11700000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
506,506,Snow Flower and the Secret Fan,snow flower and the secret fan,FoxS,1300000.0,10000000.0,2011,"Drama,History","[18, 36]",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,,False,False,False,False,False,False
507,507,Win Win,win win,FoxS,10200000.0,652000.0,2011,,"[18, 35]",,,,,,,,,,,,,,,,,,,,,,
508,508,Flying Monsters,flying monsters,NGE,5700000.0,5100000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
509,509,City of Life and Death,city of life and death,Kino,123000.0,10600000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
510,510,Le Havre,le havre,Jan.,612000.0,9900000.0,2011,"Comedy,Drama","[18, 35]",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
511,511,Straw Dogs (2011),straw dogs (2011),SGem,10300000.0,,2011,,,,,,,,,,,,,,,,,,,,,,,,
512,512,Prom,prom,BV,10100000.0,,2011,"Comedy,Drama,Family","[35, 10749]",False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
513,513,In a Better World,in a better world,SPC,1000000.0,8600000.0,2011,,[18],,,,,,,,,,,,,,,,,,,,,,
514,514,Trespass (2011),trespass (2011),MNE,24100.0,9600000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
515,515,Saving Private Perez,saving private perez,LGF,1400000.0,7900000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
516,516,Point Blank,point blank,Magn.,708000.0,8500000.0,2011,"Action,Crime,Drama","[28, 53, 80]",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
517,517,Winter in Wartime,winter in wartime,SPC,543000.0,8700000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
518,518,Barney's Version (U.S. only),barneys version (us only),SPC,4400000.0,4000000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
519,519,Outrage (2011),outrage (2011),Magn.,44700.0,8400000.0,2011,,,,,,,,,,,,,,,,,,,,,,,,
520,520,Senna,senna,PDA,1600000.0,6600000.0,2011,,[99],,,,,,,,,,,,,,,,,,,,,,
521,521,Last Night,last night,Trib.,99000.0,7600000.0,2011,,"[18, 10749]",,,,,,,,,,,,,,,,,,,,,,
522,522,The Big Year,the big year,Fox,7200000.0,244000.0,2011,Comedy,[35],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
523,523,The Beaver,the beaver,Sum.,971000.0,6300000.0,2011,Drama,[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
