,Unnamed: 0,title,clean_title,studio,domestic_gross,foreign_gross,year,genre_imdb,genre_tndb,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,TV Movie,Thriller,War,Western,Biography,Sport,Musical
28,28,Knight & Day,knight & day,Fox,76400000.0,185500000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
29,29,True Grit,true grit,Par.,171200000.0,81000000.0,2010,"Adventure,Drama,Western","[18, 12, 37]",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,True,False,False,False
30,30,Gulliver's Travels,gullivers travels,Fox,42800000.0,194600000.0,2010,"Adventure,Comedy,Family","[35, 12, 10751, 14]",False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
31,31,Percy Jackson & The Olympians: The Lightning Thief,percy jackson & the olympians the lightning thief,Fox,88800000.0,137700000.0,2010,"Adventure,Family,Fantasy","[12, 14, 10751]",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,,False,False,False,False,False,False
32,32,The Social Network,the social network,Sony,97000000.0,128000000.0,2010,"Biography,Drama",[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,False,False
33,33,Valentine's Day,valentines day,WB (NL),110500000.0,106000000.0,2010,"Comedy,Romance","[35, 10749]",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
34,34,The Sorcerer's Apprentice,the sorcerers apprentice,BV,63200000.0,152100000.0,2010,"Action,Adventure,Family","[14, 12, 28, 35, 18]",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
35,35,Due Date,due date,WB,100500000.0,111200000.0,2010,"Adventure,Comedy","[35, 18]",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
36,36,Eat Pray Love,eat pray love,Sony,80600000.0,124000000.0,2010,"Drama,Romance",[18],False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
37,37,Yogi Bear,yogi bear,WB,100200000.0,101300000.0,2010,"Adventure,Animation,Comedy","[35, 10751, 16, 12]",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
38,38,Red,red,Sum.,90400000.0,108600000.0,2010,Thriller,"[28, 12, 35, 80, 53]",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
39,39,Paranormal Activity 2,paranormal activity 2,Par.,84800000.0,92800000.0,2010,Horror,"[27, 53]",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False
40,40,The A-Team,the a-team,Fox,77200000.0,100000000.0,2010,"Action,Adventure,Thriller","[53, 28, 12, 35, 80]",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
41,41,Jackass 3-D,jackass 3-d,Par.,117200000.0,54500000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
42,42,The Other Guys,the other guys,Sony,119200000.0,51200000.0,2010,"Action,Comedy,Crime","[28, 35, 80]",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
43,43,Unstoppable,unstoppable,Fox,81600000.0,86200000.0,2010,"Action,Thriller","[28, 53]",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
44,44,Step Up 3-D,step up 3-d,BV,42400000.0,116900000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
45,45,The Book of Eli,the book of eli,WB,94800000.0,62300000.0,2010,"Action,Adventure,Drama","[28, 53, 878]",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
46,46,The Town,the town,WB,92200000.0,61800000.0,2010,"Crime,Drama,Thriller","[80, 18, 53]",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
47,47,Date Night,date night,Fox,98700000.0,53600000.0,2010,"Comedy,Crime,Romance",[35],False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
48,48,Legend of the Guardians: The Owls of Ga'Hoole,legend of the guardians the owls of gahoole,WB,55700000.0,84400000.0,2010,"Action,Adventure,Animation","[16, 12, 10751, 14]",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
49,49,The Wolfman,the wolfman,Uni.,62000000.0,77800000.0,2010,"Drama,Fantasy,Horror",[27],False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,,False,False,False,False,False,False
50,50,The Bounty Hunter,the bounty hunter,Sony,67099999.0,69300000.0,2010,"Action,Comedy,Romance","[28, 35, 18]",True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
51,51,Saw 3D,saw 3d,LGF,45700000.0,90400000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
52,52,Wall Street: Money Never Sleeps,wall street money never sleeps,Fox,52500000.0,82300000.0,2010,,"[18, 80]",,,,,,,,,,,,,,,,,,,,,,
53,53,The Fighter,the fighter,Par.,93600000.0,35600000.0,2010,"Biography,Drama,Sport",[18],False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,True,False
54,54,Predators,predators,Fox,52000000.0,75200000.0,2010,"Action,Adventure,Sci-Fi","[28, 878, 12, 53]",True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False
55,55,A Nightmare on Elm Street (2010),a nightmare on elm street (2010),WB (NL),63100000.0,52600000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
56,56,Dear John,dear john,SGem,80000000.0,35000000.0,2010,"Drama,Romance,War","[18, 10749, 10752]",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,True,False,False,False,False
57,57,Cats & Dogs: The Revenge of Kitty Galore,cats & dogs the revenge of kitty galore,WB,43600000.0,68900000.0,2010,"Action,Comedy,Family","[35, 10751, 28, 14]",True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
58,58,Tooth Fairy,tooth fairy,Fox,60000000.0,52400000.0,2010,"Comedy,Family,Fantasy","[35, 10751, 14]",False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,,False,False,False,False,False,False
59,59,Life as We Know It,life as we know it,WB,53400000.0,52300000.0,2010,"Comedy,Drama,Romance","[35, 10749, 18]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
60,60,Hereafter,hereafter,WB,32700000.0,72500000.0,2010,"Drama,Fantasy,Romance","[18, 14]",False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,,False,False,False,False,False,False
61,61,The Girl with the Dragon Tattoo,the girl with the dragon tattoo,MBox,10100000.0,94300000.0,2010,"Crime,Drama,Mystery","[53, 80, 9648, 18]",False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,False,False,False,False,False,False
62,62,Love and Other Drugs,love and other drugs,Fox,32400000.0,70500000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
63,63,Aftershock (Tangshan Dadizhen),aftershock (tangshan dadizhen),CL,63000.0,100200000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
64,64,Killers,killers,LGF,47100000.0,51100000.0,2010,"Action,Comedy,Romance","[28, 35, 53, 10749]",True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
65,65,Kick-Ass,kick-ass,LGF,48100000.0,48100000.0,2010,"Action,Comedy","[28, 80]",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
66,66,Green Zone,green zone,Uni.,35100000.0,59800000.0,2010,"Action,Drama,Thriller","[10752, 28, 12, 18, 53]",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
67,67,Nanny McPhee Returns,nanny mcphee returns,Uni.,29000000.0,64200000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
68,68,Get Him to the Greek,get him to the greek,Uni.,61000000.0,30300000.0,2010,"Adventure,Comedy,Music",[35],False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False
69,69,Burlesque,burlesque,SGem,39400000.0,50100000.0,2010,"Drama,Music,Musical","[18, 10749]",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,,False,False,False,False,False,True
70,70,The Last Song,the last song,BV,63000000.0,26100000.0,2010,"Drama,Music,Romance","[18, 10751, 10749]",False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,,False,False,False,False,False,False
71,71,Dinner for Schmucks,dinner for schmucks,P/DW,73000000.0,13800000.0,2010,Comedy,[35],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
72,72,Marmaduke,marmaduke,Fox,33600000.0,50100000.0,2010,"Comedy,Family","[10751, 35]",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
73,73,Piranha 3D,piranha 3d,W/Dim.,25000000.0,58200000.0,2010,"Comedy,Horror","[35, 27]",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False
74,74,Oceans,oceans,BV,19400000.0,63200000.0,2010,,"[99, 10751]",,,,,,,,,,,,,,,,,,,,,,
75,75,Edge of Darkness,edge of darkness,WB,43300000.0,37800000.0,2010,"Crime,Drama,Mystery","[80, 18, 9648, 53]",False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,,False,False,False,False,False,False
76,76,Vampires Suck,vampires suck,Fox,36700000.0,43900000.0,2010,Comedy,"[35, 27]",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
77,77,Letters to Juliet,letters to juliet,Sum.,53000000.0,26100000.0,2010,"Adventure,Comedy,Drama","[35, 18, 10749]",False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
78,78,The Back-Up Plan,the back-up plan,CBS,37500000.0,40000000.0,2010,"Comedy,Romance","[35, 10749]",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
79,79,If You Are the One 2 (Fei Cheng Wu Rao II),if you are the one 2 (fei cheng wu rao ii),CL,427000.0,75600000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
80,80,Diary of a Wimpy Kid,diary of a wimpy kid,Fox,64000000.0,11700000.0,2010,"Comedy,Drama,Family","[35, 10751]",False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,False,False,False
81,81,Easy A,easy a,SGem,58400000.0,16600000.0,2010,"Comedy,Drama,Romance",[35],False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
82,82,Hubble 3D,hubble 3d,WB,52400000.0,21500000.0,2010,,[99],,,,,,,,,,,,,,,,,,,,,,
83,83,Takers,takers,SGem,57700000.0,11300000.0,2010,"Action,Crime,Thriller","[28, 80, 18, 53]",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
84,84,Tales from Earthsea,tales from earthsea,BV,48500.0,68600000.0,2010,,"[12, 14, 16, 878]",,,,,,,,,,,,,,,,,,,,,,
85,85,Legion (2010),legion (2010),SGem,40200000.0,27800000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
86,86,The American,the american,Focus,35600000.0,32299999.0,2010,"Crime,Drama,Thriller","[80, 18, 53]",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False
87,87,The Last Exorcism,the last exorcism,LGF,41000000.0,26700000.0,2010,"Drama,Horror,Thriller","[27, 18, 53]",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,True,False,False,False,False,False
88,88,The Next Three Days,the next three days,LGF,21100000.0,46300000.0,2010,"Action,Crime,Drama","[10749, 18, 53, 80]",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
89,89,The Girl Who Played with Fire,the girl who played with fire,MBox,7600000.0,59500000.0,2010,,"[18, 28, 53, 80, 9648]",,,,,,,,,,,,,,,,,,,,,,
90,90,Skyline,skyline,Uni.,21400000.0,45400000.0,2010,"Action,Sci-Fi,Thriller","[878, 28]",True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,False,False,False,False
91,91,Hot Tub Time Machine,hot tub time machine,MGM,50300000.0,14300000.0,2010,"Comedy,Sci-Fi","[878, 35, 12]",False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,False,False,False,False,False,False
92,92,Devil,devil,Uni.,33600000.0,29100000.0,2010,"Horror,Mystery,Thriller","[27, 9648, 53]",False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,True,False,False,False,False,False
93,93,127 Hours,127 hours,FoxS,18300000.0,42400000.0,2010,"Adventure,Biography,Drama","[12, 18, 53]",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,False,False,True,False,False
94,94,Tyler Perry's Why Did I Get Married Too?,tyler perrys why did i get married too?,LGF,60100000.0,578000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
95,95,Secretariat,secretariat,BV,59700000.0,537000.0,2010,"Biography,Drama,Family",[18],False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,False,False,True,False,False
96,96,The Ghost Writer,the ghost writer,Sum.,15500000.0,44700000.0,2010,"Drama,Mystery,Thriller","[53, 9648]",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,,True,False,False,False,False,False
97,97,Morning Glory,morning glory,Par.,31000000.0,29000000.0,2010,"Comedy,Drama,Romance","[35, 18, 10749]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
98,98,Remember Me,remember me,Sum.,19100000.0,37000000.0,2010,"Drama,Romance","[18, 10749]",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
99,99,Cop Out,cop out,WB,44900000.0,10700000.0,2010,"Action,Comedy,Crime","[28, 35, 80]",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False
100,100,The Crazies,the crazies,Over.,39100000.0,15700000.0,2010,"Horror,Thriller","[9648, 27, 28]",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,True,False,False,False,False,False
101,101,From Paris with Love,from paris with love,LGF,24100000.0,28700000.0,2010,,"[28, 80, 53]",,,,,,,,,,,,,,,,,,,,,,
102,102,Daybreakers,daybreakers,LGF,30100000.0,21300000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
103,103,Alpha and Omega,alpha and omega,LGF,25100000.0,25400000.0,2010,,"[16, 10751, 35, 12, 10749]",,,,,,,,,,,,,,,,,,,,,,
104,104,The Switch,the switch,Mira.,27800000.0,22100000.0,2010,"Comedy,Drama,Romance","[35, 10749, 18]",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
105,105,She's Out of My League,shes out of my league,Par.,32000000.0,17800000.0,2010,"Comedy,Romance","[35, 10749]",False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False
106,106,Death at a Funeral (2010),death at a funeral (2010),SGem,42700000.0,6300000.0,2010,,,,,,,,,,,,,,,,,,,,,,,,
