,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,international_gross,genre_ids
124,42,3-Jun-11,X-Men: First Class,160,146,355,209,"[action, sci-fi, adventure]"
125,44,14-Jul-10,The Sorcerer's Apprentice,160,63,217,154,"[fantasy, adventure, action, comedy, drama]"
126,46,10-Jun-16,Warcraft,160,47,425,378,"[action, adventure, fantasy]"
127,47,30-Sep-16,Deepwater Horizon,156,61,122,61,"[drama, action]"
128,47,30-Sep-16,Deepwater Horizon,156,61,122,61,"[drama, action]"
129,48,10-Dec-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155,104,418,314,"[adventure, family, fantasy]"
130,50,23-Mar-18,Pacific Rim: Uprising,155,59,290,231,"[action, fantasy, sci-fi, adventure]"
131,52,14-Jul-17,War for the Planet of the Apes,152,146,489,343,"[drama, sci-fi, war]"
132,55,2-Jun-17,Wonder Woman,150,412,821,409,"[action, fantasy]"
133,55,2-Jun-17,Wonder Woman,150,412,821,409,"[adventure, fantasy, war, romance]"
134,56,22-Nov-13,Frozen,150,400,1272,872,[thriller]
135,56,22-Nov-13,Frozen,150,400,1272,872,"[animation, adventure, family]"
136,57,4-Mar-16,Zootopia,150,341,1019,678,"[animation, adventure, family, comedy]"
137,62,23-Nov-16,Moana,150,248,637,389,[documentary]
138,62,23-Nov-16,Moana,150,248,637,389,"[adventure, comedy, family, animation]"
139,62,23-Nov-16,Moana,150,248,637,389,"[adventure, comedy, family, animation]"
140,66,8-Nov-13,Thor: The Dark World,150,206,644,438,"[action, adventure, fantasy]"
141,69,21-Jul-17,Dunkirk,150,190,499,309,"[war, action, drama]"
142,70,6-May-11,Thor,150,181,449,268,"[adventure, fantasy, action]"
143,74,26-May-11,Kung Fu Panda 2,150,165,664,499,"[animation, family]"
144,75,15-May-15,Mad Max: Fury Road,150,153,370,217,"[action, adventure, sci-fi]"
145,78,29-Mar-18,Ready Player One,150,137,579,442,"[adventure, sci-fi]"
146,83,1-Jul-10,The Last Airbender,150,131,319,188,"[action, adventure, family, fantasy]"
147,87,30-Mar-12,Wrath of the Titans,150,83,305,222,"[fantasy, adventure, action]"
148,89,11-May-12,Dark Shadows,150,79,238,159,"[comedy, fantasy]"
149,90,28-Jun-13,White House Down,150,73,205,132,"[action, drama, thriller]"
150,91,12-Feb-10,The Wolfman,150,62,142,80,[horror]
151,92,17-Feb-17,The Great Wall,150,45,334,289,"[action, adventure, fantasy]"
152,93,9-Oct-15,Pan,150,35,151,116,"[adventure, family, fantasy]"
153,94,11-Mar-11,Mars Needs Moms,150,21,39,18,"[adventure, animation, family]"
154,97,8-Jun-12,Madagascar 3: Europe's Most Wanted,145,216,746,530,"[animation, family, comedy]"
155,99,13-Jun-14,How to Train Your Dragon 2,145,177,614,437,"[fantasy, action, adventure, animation, comedy, family]"
156,100,16-Jun-99,Tarzan,145,171,448,277,"[animation, action, adventure, family]"
157,1,7-Mar-14,Mr. Peabody & Sherman,145,111,269,158,"[animation, adventure, family]"
158,2,21-Nov-12,Rise of the Guardians,145,103,306,203,"[animation, family, fantasy]"
159,4,15-Jul-16,Ghostbusters,144,128,229,101,"[action, fantasy, comedy]"
160,36,8-Jun-84,Ghostbusters,30,242,295,53,"[action, fantasy, comedy]"
161,8,1-Jul-98,Armageddon,140,201,554,353,"[action, thriller, sci-fi, adventure]"
162,10,22-Jul-11,Captain America: The First Avenger,140,176,370,194,"[action, adventure, sci-fi]"
163,11,29-Jan-16,Kung Fu Panda 3,140,143,517,374,"[action, adventure, animation, comedy, family]"
164,13,27-Mar-13,G.I. Joe: Retaliation,140,122,375,253,"[adventure, action, sci-fi, thriller]"
165,16,12-Dec-14,Exodus: Gods and Kings,140,65,268,203,"[adventure, drama, action]"
166,17,1-Jul-16,The BFG,140,55,199,144,"[adventure, family, fantasy]"
167,18,26-Feb-16,Gods of Egypt,140,31,138,107,"[action, adventure, fantasy, sci-fi]"
168,26,22-Mar-13,The Croods,135,187,573,386,"[action, adventure, animation, comedy, family, fantasy]"
169,27,25-Dec-15,The Revenant,135,183,532,349,"[western, drama, adventure]"
170,27,25-Dec-15,The Revenant,135,183,532,349,"[western, drama, adventure]"
171,29,4-Mar-11,Rango,135,123,245,122,"[animation, comedy, family, western, adventure]"
172,31,17-Jul-13,Turbo,135,83,286,203,"[animation, family]"
173,32,3-Jun-16,Teenage Mutant Ninja Turtles: Out of the Shadows,135,82,245,163,"[action, adventure, comedy, family, sci-fi]"
174,33,18-Nov-11,Happy Feet Two,135,64,157,93,"[animation, comedy, family]"
175,35,2-Nov-18,The Nutcracker and the Four Realms,132,54,170,116,"[fantasy, adventure, family]"
176,36,29-Jun-05,War of the Worlds,132,234,606,372,[documentary]
177,37,26-Nov-14,Penguins of Madagascar,132,83,366,283,"[family, animation, adventure, comedy]"
178,38,22-Nov-13,The Hunger Games: Catching Fire,130,424,864,440,"[adventure, action, sci-fi]"
179,40,3-Aug-07,The Bourne Ultimatum,130,227,444,217,"[action, drama, mystery, thriller]"
180,41,6-Jul-18,Ant-Man and the Wasp,130,216,623,407,"[action, adventure, sci-fi, comedy]"
181,43,17-Jul-15,Ant-Man,130,180,518,338,"[sci-fi, action, adventure]"
182,44,27-Mar-15,Home,130,177,385,208,"[drama, mystery]"
183,44,27-Mar-15,Home,130,177,385,208,[]
184,44,27-Mar-15,Home,130,177,385,208,"[fantasy, comedy, animation, sci-fi, family]"
185,44,27-Mar-15,Home,130,177,385,208,[]
186,44,27-Mar-15,Home,130,177,385,208,"[horror, drama, family]"
187,44,27-Mar-15,Home,130,177,385,208,[drama]
188,44,27-Mar-15,Home,130,177,385,208,[sci-fi]
189,45,19-Dec-18,Mary Poppins Returns,130,171,341,170,"[fantasy, family, comedy]"
190,46,28-Oct-11,Puss in Boots,130,149,554,405,"[action, adventure, animation, family, fantasy, comedy]"
191,47,5-Nov-10,Megamind,130,148,321,173,"[animation, action, comedy, family, sci-fi]"
192,49,11-Apr-14,Rio 2,130,131,492,361,"[adventure, comedy, family, animation]"
193,50,23-Jul-10,Salt,130,118,290,172,"[action, mystery, thriller]"
194,50,23-Jul-10,Salt,130,118,290,172,"[thriller, crime]"
195,51,28-Mar-14,Noah,130,101,352,251,[drama]
196,51,28-Mar-14,Noah,130,101,352,251,"[drama, adventure]"
197,51,28-Mar-14,Noah,130,101,352,251,[documentary]
198,52,21-Dec-11,The Adventures of Tintin,130,77,373,296,"[adventure, animation, mystery]"
199,53,31-May-13,After Earth,130,60,251,191,"[sci-fi, action, adventure]"
200,55,19-Jul-13,R.I.P.D.,130,33,79,46,"[fantasy, action, comedy, crime]"
201,59,3-Mar-17,Logan,127,226,615,389,"[comedy, drama, family]"
202,59,3-Mar-17,Logan,127,226,615,389,"[action, drama, sci-fi]"
203,60,19-Dec-14,Night at the Museum: Secret of the Tomb,127,113,353,240,"[adventure, comedy, fantasy, family]"
204,62,21-Nov-14,The Hunger Games: Mockingjay - Part 1,125,337,766,429,"[sci-fi, adventure, thriller]"
205,67,29-Apr-11,Fast Five,125,210,630,420,"[action, thriller, crime]"
206,68,8-Aug-14,Teenage Mutant Ninja Turtles,125,191,485,294,"[sci-fi, action, adventure, fantasy, comedy]"
207,33,30-Mar-90,Teenage Mutant Ninja Turtles,13,135,202,67,"[sci-fi, action, adventure, fantasy, comedy]"
208,69,16-Dec-11,Sherlock Holmes: A Game of Shadows,125,186,535,349,"[adventure, action, crime, mystery]"
209,71,31-Mar-17,The Boss Baby,125,175,510,335,"[animation, comedy, family]"
210,72,1-Apr-10,Clash of the Titans,125,163,493,330,"[adventure, fantasy, action]"
211,51,12-Jun-81,Clash of the Titans,15,30,44,14,"[adventure, fantasy, action]"
212,73,4-Nov-16,Trolls,125,153,344,191,"[adventure, family, comedy, fantasy, music, animation]"
213,73,4-Nov-16,Trolls,125,153,344,191,"[adventure, family, comedy, fantasy, music, animation]"
214,75,8-Jun-12,Prometheus,125,126,402,276,"[sci-fi, adventure, mystery]"
215,76,10-Aug-12,The Bourne Legacy,125,113,280,167,"[action, thriller]"
216,78,13-Jul-18,Skyscraper,125,68,304,236,[action]
217,79,3-Aug-12,Total Recall,125,58,211,153,"[action, sci-fi, adventure, thriller]"
218,80,1-Jun-90,Total Recall,65,119,261,142,"[action, sci-fi, adventure, thriller]"
219,81,13-Jan-17,Monster Trucks,125,33,61,28,"[action, comedy, sci-fi]"
220,86,29-Jul-16,Jason Bourne,120,162,416,254,"[action, thriller]"
221,88,21-Nov-12,Life of Pi,120,124,620,496,"[adventure, drama, action]"
222,90,13-Apr-18,Rampage,120,101,428,327,"[action, adventure, sci-fi, fantasy]"
223,92,9-Aug-13,Elysium,120,93,286,193,"[sci-fi, action, drama, thriller]"
224,93,19-Apr-13,Oblivion,120,89,287,198,"[action, sci-fi, adventure, mystery]"
225,94,24-Mar-17,Power Rangers,120,85,142,57,"[action, adventure, sci-fi]"
226,96,12-Feb-14,RoboCop,120,58,242,184,"[action, sci-fi]"
227,98,7-Aug-15,Fantastic Four,120,56,167,111,"[action, adventure, sci-fi]"
228,85,8-Jul-05,Fantastic Four,87,154,333,179,"[action, adventure, sci-fi]"
229,2,23-Jun-10,Knight and Day,117,76,258,182,"[action, comedy]"
230,3,5-Oct-18,Venom,116,213,853,640,[thriller]
231,3,5-Oct-18,Venom,116,213,853,640,"[sci-fi, action]"
232,8,26-Jul-13,The Wolverine,115,132,416,284,"[action, sci-fi, adventure, fantasy]"
233,9,7-Feb-97,Dante's Peak,115,67,178,111,"[action, adventure, thriller, drama]"
234,13,25-Dec-10,Gulliver's Travels,112,42,232,190,"[comedy, adventure, family, fantasy]"
235,14,15-Dec-17,Ferdinand,111,84,289,205,"[animation, family, adventure, comedy]"
236,14,15-Dec-17,Ferdinand,111,84,289,205,"[animation, family, adventure, comedy]"
237,15,18-May-18,Deadpool 2,110,324,786,462,"[action, comedy, adventure]"
238,16,4-Oct-13,Gravity,110,274,693,419,"[sci-fi, thriller, drama]"
239,19,29-May-15,San Andreas,110,155,456,301,"[action, drama, thriller]"
240,20,29-Jul-11,The Smurfs,110,142,563,421,"[animation, family, adventure, comedy, fantasy]"
241,26,7-Mar-14,300: Rise of an Empire,110,106,330,224,"[action, war, fantasy]"
242,28,21-Dec-16,Passengers,110,100,302,202,"[drama, romance, sci-fi]"
243,28,21-Dec-16,Passengers,110,100,302,202,"[drama, romance, sci-fi]"
244,29,14-Jan-11,The Green Hornet,110,98,229,131,"[action, crime, comedy]"
245,31,7-Oct-11,Real Steel,110,85,263,178,"[action, sci-fi, drama]"
246,32,11-Jun-10,The A-Team,110,77,177,100,"[thriller, action, adventure, comedy, crime]"
247,33,31-Jul-13,The Smurfs 2,110,71,348,277,"[fantasy, family, comedy, animation]"
248,36,1-Nov-13,Ender's Game,110,61,127,66,"[sci-fi, action, adventure]"
249,40,31-Mar-17,Ghost in the Shell,110,40,167,127,"[action, sci-fi, thriller, drama]"
250,46,2-Oct-15,The Martian,108,228,655,427,"[drama, adventure, sci-fi]"
251,46,2-Oct-15,The Martian,108,228,655,427,"[drama, adventure, sci-fi]"
252,47,23-Nov-16,Allied,106,40,119,79,"[action, drama, war, romance, thriller]"
253,47,23-Nov-16,Allied,106,40,119,79,"[action, drama, war, romance, thriller]"
254,52,22-Jul-16,Ice Age: Collision Course,105,64,402,338,"[adventure, animation, family, comedy]"
255,54,22-Sep-17,Kingsman: The Golden Circle,104,100,408,308,"[action, adventure, comedy]"
256,58,9-Mar-18,A Wrinkle in Time,103,100,133,33,"[adventure, sci-fi, family, fantasy]"
257,62,21-Dec-18,Bumblebee,102,127,465,338,"[action, adventure, sci-fi]"
258,63,26-Oct-12,Cloud Atlas,102,27,130,103,"[drama, sci-fi]"
259,65,2-Jul-91,Terminator 2: Judgment Day,100,203,515,312,"[action, thriller, sci-fi]"
260,65,2-Jul-91,Terminator 2: Judgment Day,100,203,515,312,"[action, thriller, sci-fi]"
261,69,25-Dec-12,Django Unchained,100,162,449,287,"[drama, western]"
262,70,22-Dec-10,Little Fockers,100,148,310,162,"[comedy, romance]"
263,74,6-Aug-10,The Other Guys,100,119,170,51,"[action, comedy, crime]"
264,75,17-Dec-04,Lemony Snicket's A Series of Unfortunate Events,100,118,212,94,"[adventure, comedy, family]"
265,76,25-Dec-13,The Wolf of Wall Street,100,116,389,273,"[crime, drama, comedy]"
266,77,24-May-13,Epic,100,107,262,155,"[animation, adventure, family, fantasy]"
267,81,17-Aug-12,The Expendables 2,100,85,311,226,"[action, adventure, thriller]"
268,84,25-Jul-14,Hercules,100,72,243,171,"[action, adventure]"
269,8,13-Jun-97,Hercules,70,99,250,151,"[action, adventure]"
270,85,10-Dec-10,The Tourist,100,67,278,211,"[action, thriller, romance]"
271,90,24-Sep-10,Legend of the Guardians: The Owls of Ga'Hoole,100,55,139,84,"[animation, adventure, family, fantasy]"
272,96,15-Aug-14,The Expendables 3,100,39,209,170,"[action, adventure, thriller]"
273,98,12-Mar-10,Green Zone,100,35,97,62,"[war, action, adventure, drama, thriller]"
274,99,20-Oct-17,Geostorm,100,33,220,187,"[action, sci-fi, thriller]"
275,99,20-Oct-17,Geostorm,100,33,220,187,"[action, sci-fi, thriller]"
276,100,25-Dec-15,Point Break,100,28,126,98,"[action, crime, thriller]"
277,41,12-Jul-91,Point Break,24,43,83,40,"[action, crime, thriller]"
278,1,11-Dec-15,In the Heart of the Sea,100,25,89,64,"[thriller, drama, adventure, action, history]"
279,1,11-Dec-15,In the Heart of the Sea,100,25,89,64,"[thriller, drama, adventure, action, history]"
280,2,18-Apr-14,Transcendence,100,23,103,80,[]
281,2,18-Apr-14,Transcendence,100,23,103,80,"[thriller, sci-fi, drama, mystery]"
282,4,14-Dec-18,Mortal Engines,100,15,85,70,"[adventure, fantasy]"
283,7,6-Nov-15,The Peanuts Movie,99,130,250,120,"[adventure, comedy, animation, family]"
284,7,6-Nov-15,The Peanuts Movie,99,130,250,120,"[adventure, comedy, animation, family]"
285,12,19-May-17,Alien: Covenant,97,74,238,164,"[horror, sci-fi, thriller]"
286,13,13-Mar-15,Cinderella,95,201,534,333,"[comedy, romance]"
287,13,13-Mar-15,Cinderella,95,201,534,333,"[romance, fantasy, family, drama]"
288,76,15-Feb-50,Cinderella,2,85,263,178,"[comedy, romance]"
289,76,15-Feb-50,Cinderella,2,85,263,178,"[romance, fantasy, family, drama]"
290,14,13-Jul-12,Ice Age: Continental Drift,95,161,879,718,"[animation, comedy, adventure, family]"
291,16,27-May-10,Sex and the City 2,95,95,294,199,"[comedy, drama, romance]"
292,17,12-Feb-10,Percy Jackson & the Olympians: The Lightning Thief,95,88,223,135,"[adventure, fantasy, family]"
293,18,10-Aug-12,The Campaign,95,86,104,18,[comedy]
294,19,12-Nov-10,Unstoppable,95,81,165,84,"[action, thriller]"
295,19,12-Nov-10,Unstoppable,95,81,165,84,[documentary]
296,22,11-Dec-09,The Lovely Bones,95,44,94,50,"[fantasy, drama]"
297,23,19-Aug-16,Ben-Hur,95,26,91,65,"[action, adventure, drama]"
298,24,6-Feb-15,Seventh Son,95,17,108,91,"[adventure, fantasy]"
299,29,13-Feb-15,Kingsman: The Secret Service,94,128,404,276,"[crime, comedy, action, adventure]"
300,29,13-Feb-15,Kingsman: The Secret Service,94,128,404,276,"[crime, comedy, action, adventure]"
301,31,5-Aug-11,Rise of the Planet of the Apes,93,176,470,294,"[thriller, action, drama, sci-fi]"
302,34,14-Feb-13,A Good Day to Die Hard,92,67,304,237,"[action, thriller]"
303,37,25-Dec-13,The Secret Life of Walter Mitty,91,58,187,129,"[adventure, comedy, drama, fantasy]"
304,38,20-Dec-17,Jumanji: Welcome to the Jungle,90,404,964,560,"[action, adventure, comedy, fantasy]"
305,38,20-Dec-17,Jumanji: Welcome to the Jungle,90,404,964,560,"[action, adventure, comedy, fantasy]"
306,40,19-Nov-99,Toy Story 2,90,245,511,266,"[animation, comedy, family]"
307,40,19-Nov-99,Toy Story 2,90,245,511,266,"[animation, comedy, family]"
308,42,25-Dec-09,Sherlock Holmes,90,209,498,289,"[fantasy, drama, horror, action, thriller, mystery]"
309,46,15-Apr-11,Rio,90,143,487,344,"[animation, adventure, comedy, family]"
310,51,20-Dec-11,The Girl with the Dragon Tattoo,90,102,239,137,"[thriller, crime, mystery, drama]"
311,55,23-Sep-16,The Magnificent Seven,90,93,162,69,"[adventure, action, western]"
312,56,18-Dec-15,Alvin and the Chipmunks: The Road Chip,90,85,249,164,"[adventure, animation, comedy, family]"
313,59,24-Jul-15,Pixels,90,78,244,166,[sci-fi]
314,59,24-Jul-15,Pixels,90,78,244,166,"[action, comedy, sci-fi]"
315,64,7-Aug-13,Percy Jackson: Sea of Monsters,90,68,200,132,"[adventure, family, fantasy]"
316,66,10-Jun-16,Now You See Me 2,90,65,328,263,"[action, comedy, thriller]"
317,68,4-Apr-97,The Saint,90,61,169,108,"[action, adventure, crime]"
318,70,16-Mar-18,Tomb Raider,90,58,273,215,"[action, adventure, fantasy]"
319,76,19-Aug-11,Conan the Barbarian,90,21,63,42,"[adventure, fantasy, action]"
320,44,14-May-82,Conan the Barbarian,20,38,79,41,"[adventure, fantasy, action]"
321,77,21-Oct-11,The Three Musketeers,90,20,139,119,"[adventure, action, thriller]"
322,78,21-Apr-17,The Promise,90,8,10,2,[]
323,78,21-Apr-17,The Promise,90,8,10,2,"[history, romance, drama]"
324,78,21-Apr-17,The Promise,90,8,10,2,"[history, romance, drama]"
325,84,14-Sep-18,The Predator,88,51,159,108,"[sci-fi, action, thriller, adventure, horror]"
326,91,23-Jul-04,The Bourne Supremacy,85,176,311,135,"[action, drama, thriller]"
327,95,21-Mar-14,Divergent,85,150,276,126,"[action, adventure, sci-fi]"
328,96,28-Sep-12,Hotel Transylvania,85,148,378,230,"[animation, comedy, family, fantasy]"
329,99,10-Feb-12,Safe House,85,126,208,82,"[action, thriller]"
330,5,4-Nov-11,Tower Heist,85,78,150,72,"[action, comedy]"
331,7,30-Mar-12,Mirror Mirror,85,64,173,109,"[adventure, comedy, drama, family, fantasy]"
332,14,23-Nov-11,Arthur Christmas,85,46,149,103,"[drama, animation, family, comedy]"
333,15,20-Jan-17,xXx: Return of Xander Cage,85,44,345,301,"[action, adventure, crime]"
334,17,30-Jul-10,Cats & Dogs: The Revenge of Kitty Galore,85,43,113,70,"[comedy, family, action, fantasy]"
335,21,2-Mar-07,Zodiac,85,33,83,50,"[sci-fi, tv movie]"
336,24,9-May-97,Father's Day,85,28,35,7,"[action, comedy, horror]"
337,25,20-Dec-17,The Greatest Showman,84,174,386,212,[drama]
338,25,20-Dec-17,The Greatest Showman,84,174,386,212,[drama]
339,28,19-Jul-13,RED 2,84,53,141,88,"[action, comedy, crime, thriller]"
340,32,11-Jul-08,Hellboy II: The Golden Army,82,75,160,85,"[adventure, fantasy]"
341,34,13-Aug-10,The Expendables,82,103,268,165,"[thriller, adventure, action]"
342,38,23-Mar-12,The Hunger Games,80,408,677,269,"[sci-fi, adventure, fantasy]"
343,39,26-May-11,The Hangover Part II,80,254,586,332,[comedy]
344,41,10-Feb-17,The Lego Batman Movie,80,175,310,135,"[action, animation, comedy, family, fantasy]"
345,42,25-Sep-15,Hotel Transylvania 2,80,169,469,300,"[animation, comedy, family, fantasy]"
346,48,12-Jul-13,Grown Ups 2,80,133,247,114,[comedy]
347,49,16-Dec-11,Alvin and the Chipmunks: Chipwrecked,80,133,349,216,"[comedy, fantasy, family, music, animation]"
348,52,19-Feb-10,Shutter Island,80,128,299,171,"[drama, thriller, mystery]"
349,62,17-Dec-10,Yogi Bear,80,100,204,104,"[comedy, family, animation, adventure]"
350,64,15-Jan-10,The Book of Eli,80,94,158,64,"[action, thriller, sci-fi]"
351,68,17-Oct-14,Fury,80,85,210,125,"[war, drama, action]"
352,69,28-Sep-18,Smallfoot,80,83,213,130,"[animation, family, adventure, fantasy]"
353,71,8-Jul-11,Zookeeper,80,80,170,90,"[comedy, romance, family]"
354,73,8-Aug-97,Conspiracy Theory,80,76,142,66,"[action, drama, mystery, thriller]"
355,73,8-Aug-97,Conspiracy Theory,80,76,142,66,"[horror, sci-fi, thriller]"
356,89,8-Jun-01,Evolution,80,38,98,60,"[mystery, drama, horror]"
357,89,8-Jun-01,Evolution,80,38,98,60,"[mystery, drama, horror]"
358,93,20-Dec-13,Walking with Dinosaurs,80,36,123,87,"[animation, family, adventure]"
359,95,6-Dec-96,Daylight,80,32,158,126,"[thriller, horror]"
360,96,23-Oct-15,The Last Witch Hunter,80,27,130,103,"[fantasy, action, adventure, sci-fi]"
361,96,23-Oct-15,The Last Witch Hunter,80,27,130,103,"[fantasy, action, adventure, sci-fi]"
362,97,21-Feb-14,Pompeii,80,23,108,85,"[action, adventure, history, romance, drama]"
363,100,18-Dec-09,Nine,80,19,53,34,"[animation, adventure]"
364,2,22-Apr-10,Oceans,80,19,86,67,"[documentary, family]"
365,9,15-Jun-94,The Lion King,79,421,986,565,"[family, animation, drama]"
366,10,10-Feb-12,Journey 2: The Mysterious Island,79,103,318,215,"[adventure, action, sci-fi]"
367,11,11-Nov-11,Jack and Jill,79,74,150,76,[comedy]
368,13,27-Sep-13,Cloudy with a Chance of Meatballs 2,78,119,274,155,"[animation, family, comedy]"
369,19,12-Feb-16,The Little Prince,77,1,102,101,"[adventure, animation, fantasy, family]"
370,21,20-Jul-18,The Equalizer 2,77,102,190,88,"[thriller, action, crime]"
371,22,3-Jul-13,Despicable Me 2,76,368,975,607,"[animation, comedy, family]"
372,26,8-Jul-16,The Secret Life of Pets,75,368,886,518,"[adventure, comedy, animation, family]"
373,29,21-Dec-16,Sing,75,270,634,364,"[animation, comedy, drama, family]"
374,29,21-Dec-16,Sing,75,270,634,364,"[animation, comedy, drama, family]"
375,30,30-Jun-17,Despicable Me 3,75,264,1034,770,"[action, animation, comedy, family, adventure]"
376,34,25-Jun-10,Grown Ups,75,162,272,110,[comedy]
377,41,31-May-13,Now You See Me,75,117,342,225,"[thriller, crime]"
378,43,3-Aug-18,Christopher Robin,75,99,197,98,"[adventure, comedy, family, fantasy]"
379,45,11-Nov-11,Immortals,75,83,211,128,"[fantasy, action, drama]"
380,51,16-Apr-99,Life,75,64,73,9,[drama]
381,51,16-Apr-99,Life,75,64,73,9,"[horror, sci-fi, thriller]"
382,66,24-Mar-17,Life,58,30,100,70,[drama]
383,66,24-Mar-17,Life,58,30,100,70,"[horror, sci-fi, thriller]"
384,54,4-Jun-10,Killers,75,47,95,48,"[action, comedy, thriller, romance]"
385,62,25-Mar-11,Sucker Punch,75,36,89,53,"[action, fantasy, thriller]"
386,63,11-Mar-05,Hostage,75,34,77,43,"[drama, horror]"
387,64,28-Oct-16,Inferno,75,34,219,185,"[mystery, thriller, drama]"
388,64,28-Oct-16,Inferno,75,34,219,185,"[mystery, thriller, drama]"
389,73,10-Jul-15,Minions,74,336,1160,824,"[family, animation, adventure, comedy]"
390,74,6-Feb-15,The SpongeBob Movie: Sponge Out of Water,74,162,311,149,"[adventure, comedy, family, fantasy, animation]"
391,77,20-May-16,The Angry Birds Movie,73,107,352,245,"[animation, adventure, comedy]"
392,90,30-Jul-04,The Village,71,114,257,143,[drama]
393,9,22-Mar-13,Olympus Has Fallen,70,98,172,74,"[action, thriller]"
394,10,11-Mar-11,Battle: Los Angeles,70,83,213,130,"[action, sci-fi]"
395,12,25-Dec-11,War Horse,70,79,156,77,"[drama, war]"
396,14,7-Feb-14,The Monuments Men,70,78,158,80,"[war, drama, history, action]"
397,15,23-Sep-16,Storks,70,72,183,111,"[adventure, animation, comedy, family]"
398,18,17-Jun-94,Wolf,70,65,131,66,[drama]
399,18,17-Jun-94,Wolf,70,65,131,66,[horror]
400,19,20-Jan-12,Underworld: Awakening,70,62,160,98,"[fantasy, action, horror]"
401,20,22-Sep-17,The Lego Ninjago Movie,70,59,122,63,"[action, animation, adventure, family]"
402,21,10-Oct-14,Dracula Untold,70,55,220,165,"[horror, action, drama, fantasy, war]"
403,22,29-Sep-06,The Guardian,70,55,94,39,[drama]
404,22,29-Sep-06,The Guardian,70,55,94,39,"[adventure, action]"
405,25,14-Jan-11,The Dilemma,70,48,70,22,"[comedy, drama]"
406,29,15-Jun-12,Rock of Ages,70,38,61,23,"[comedy, drama, music, romance]"
407,34,7-Jun-02,Bad Company,70,30,69,39,[action]
408,36,29-Jan-16,The Finest Hours,70,27,49,22,"[action, drama, history, thriller]"
409,37,18-Oct-13,Escape Plan,70,25,103,78,"[action, thriller]"
410,38,23-Sep-11,Killer Elite,70,25,65,40,"[action, adventure, thriller]"
411,42,10-Jan-14,The Legend of Hercules,70,18,58,40,"[action, adventure]"
412,47,16-Jan-15,Blackhat,70,8,19,11,"[crime, thriller, action]"
413,50,9-Jul-10,Despicable Me,69,251,543,292,"[animation, family, comedy]"
414,51,30-Jul-10,Dinner for Schmucks,69,73,86,13,[comedy]
415,52,2-Mar-18,Red Sparrow,69,46,145,99,"[mystery, thriller]"
416,53,30-Jun-10,The Twilight Saga: Eclipse,68,300,706,406,"[adventure, fantasy, drama, romance]"
417,55,26-Jun-15,Ted 2,68,81,217,136,[comedy]
418,57,25-Feb-11,Hall Pass,68,45,87,42,"[comedy, romance]"
419,59,21-Mar-03,Dreamcatcher,68,33,75,42,[documentary]
420,59,21-Mar-03,Dreamcatcher,68,33,75,42,[drama]
421,62,22-Dec-17,Downsizing,68,24,54,30,"[comedy, drama, sci-fi]"
422,62,22-Dec-17,Downsizing,68,24,54,30,"[comedy, drama, sci-fi]"
423,65,22-Jun-12,Abraham Lincoln: Vampire Hunter,67,37,137,100,"[action, fantasy, horror]"
424,70,14-Mar-14,Need for Speed,66,43,194,151,"[action, crime, drama, thriller]"
425,72,15-Dec-00,What Women Want,65,182,374,192,"[romance, drama, comedy]"
426,73,9-Nov-12,Lincoln,65,182,273,91,"[history, drama]"
427,75,30-Jun-95,Apollo 13,65,173,335,162,"[drama, history]"
428,77,13-Jul-18,Hotel Transylvania 3: Summer Vacation,65,167,527,360,"[family, fantasy, comedy, animation]"
429,82,25-Dec-14,Unbroken,65,115,163,48,"[drama, war]"
430,84,5-Nov-10,Due Date,65,100,211,111,"[comedy, drama]"
431,89,19-Dec-14,Annie,65,85,139,54,"[comedy, drama, family]"
432,96,16-May-12,The Dictator,65,59,180,121,[comedy]
433,98,17-Feb-12,This Means War,65,54,156,102,"[action, comedy, romance]"
434,99,27-Feb-15,Focus,65,53,168,115,"[romance, comedy, crime, drama]"
435,100,8-Dec-04,Blade: Trinity,65,52,131,79,"[sci-fi, action, horror, thriller, adventure, fantasy]"
436,1,21-Nov-12,Red Dawn,65,44,48,4,"[war, action, thriller, sci-fi]"
437,3,18-Sep-15,Everest,65,43,221,178,"[adventure, drama]"
438,3,18-Sep-15,Everest,65,43,221,178,"[adventure, drama]"
439,4,14-Sep-12,Resident Evil: Retribution,65,42,240,198,"[action, horror, sci-fi]"
440,12,14-Jan-05,Elektra,65,24,56,32,[]
441,14,24-Jan-14,"I, Frankenstein",65,19,74,55,"[horror, thriller]"
442,16,22-Aug-14,Sin City: A Dame to Kill For,65,13,40,27,"[crime, thriller]"
443,17,25-Dec-16,Live by Night,65,10,21,11,"[crime, drama, thriller]"
444,17,25-Dec-16,Live by Night,65,10,21,11,"[crime, drama, thriller]"
445,27,1-Apr-11,Hop,63,108,188,80,"[animation, comedy, family]"
446,28,15-Sep-17,American Assassin,63,36,68,32,"[action, thriller]"
447,33,25-Dec-15,The Hateful Eight,62,54,147,93,"[crime, drama, mystery, western]"
448,33,25-Dec-15,The Hateful Eight,62,54,147,93,"[crime, drama, mystery, western]"
449,36,3-Oct-14,Gone Girl,61,167,368,201,"[mystery, thriller, drama]"
450,38,18-Sep-15,Maze Runner: The Scorch Trials,61,81,310,229,"[action, sci-fi, thriller]"
