,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,international_gross,genre_ids
451,39,2-Aug-13,2 Guns,61,75,132,57,"[action, comedy, crime]"
452,40,26-Jan-18,Maze Runner: The Death Cure,61,58,265,207,"[action, sci-fi]"
453,44,7-Feb-14,The Lego Movie,60,257,457,200,"[adventure, animation, comedy, family, fantasy]"
454,50,9-Sep-16,Sully,60,125,238,113,"[drama, history]"
455,51,14-Jun-02,The Bourne Identity,60,121,214,93,"[action, drama, mystery, thriller]"
456,63,15-Oct-10,Red,60,90,196,106,[]
457,67,13-Aug-10,Eat Pray Love,60,80,206,126,[drama]
458,68,21-Dec-12,Jack Reacher,60,80,217,137,"[crime, drama, thriller, action]"
459,69,23-Apr-04,Man on Fire,60,77,130,53,[]
460,71,9-Sep-11,Contagion,60,75,137,62,"[drama, thriller, sci-fi]"
461,80,4-Mar-16,London Has Fallen,60,62,195,133,"[action, thriller]"
462,83,22-Nov-96,Jingle All the Way,60,60,129,69,[animation]
463,85,21-Oct-16,Jack Reacher: Never Go Back,60,58,159,101,"[action, thriller]"
464,85,21-Oct-16,Jack Reacher: Never Go Back,60,58,159,101,"[action, thriller]"
465,86,25-May-17,Baywatch,60,58,175,117,"[action, comedy]"
466,88,25-Dec-15,Joy,60,56,101,45,"[drama, comedy]"
467,89,17-Aug-12,ParaNorman,60,56,108,52,"[family, animation, adventure, comedy]"
468,93,19-Dec-08,The Tale of Despereaux,60,50,90,40,"[adventure, animation, family]"
469,93,19-Dec-08,The Tale of Despereaux,60,50,90,40,"[adventure, animation, family]"
470,94,26-Sep-14,The Boxtrolls,60,50,111,61,"[animation, comedy, family, fantasy]"
471,95,4-Aug-17,The Dark Tower,60,50,113,63,"[action, fantasy, sci-fi, western, horror]"
472,97,17-Jan-14,Jack Ryan: Shadow Recruit,60,50,131,81,"[action, drama, thriller]"
473,100,25-Dec-18,Vice,60,47,70,23,"[thriller, sci-fi, action, adventure]"
474,100,25-Dec-18,Vice,60,47,70,23,"[drama, history, comedy]"
475,4,11-Jan-13,Gangster Squad,60,46,104,58,"[crime, drama, action, thriller]"
476,5,7-Apr-17,Smurfs: The Lost Village,60,45,197,152,"[adventure, animation, comedy, family]"
477,6,12-Oct-18,First Man,60,44,105,61,"[history, drama]"
478,8,29-Jan-10,Edge of Darkness,60,43,82,39,"[crime, drama, mystery, thriller]"
479,8,29-Jan-10,Edge of Darkness,60,43,82,39,[documentary]
480,15,17-Apr-09,State of Play,60,37,88,51,[documentary]
481,18,21-Sep-12,Trouble with the Curve,60,35,47,12,"[drama, romance]"
482,22,15-Sep-00,Almost Famous,60,32,47,15,"[drama, music]"
483,26,21-Aug-13,The Mortal Instruments: City of Bones,60,31,75,44,"[action, adventure, drama, mystery, romance, fantasy]"
484,29,13-May-11,Priest,60,29,84,55,"[fantasy, horror]"
485,47,24-Feb-17,Rock Dog,60,9,24,15,"[adventure, animation, comedy, family, music]"
486,48,23-Jan-15,Mortdecai,60,7,30,23,"[comedy, adventure]"
487,54,23-Mar-18,Sherlock Gnomes,59,43,87,44,"[romance, animation, comedy, family, fantasy, mystery, adventure]"
488,56,12-Feb-16,Deadpool,58,363,801,438,"[action, adventure, comedy]"
489,57,25-Dec-14,American Sniper,58,350,547,197,"[war, action]"
490,57,25-Dec-14,American Sniper,58,350,547,197,"[war, action]"
491,58,16-Oct-15,Goosebumps,58,80,158,78,"[adventure, horror, comedy]"
492,58,16-Oct-15,Goosebumps,58,80,158,78,"[adventure, horror, comedy]"
493,61,20-Jan-12,Red Tails,58,49,50,1,"[drama, action, adventure, history, war]"
494,63,7-Jun-13,The Internship,58,44,93,49,[comedy]
495,70,10-Sep-10,Resident Evil: Afterlife,57,60,295,235,"[action, adventure, horror, sci-fi]"
496,71,15-Jun-12,That's My Boy,57,36,58,22,[comedy]
497,73,17-Feb-12,Ghost Rider: Spirit of Vengeance,57,51,149,98,"[action, fantasy, thriller]"
498,77,25-Dec-14,Into the Woods,56,128,213,85,"[fantasy, comedy]"
499,84,2-Nov-18,Bohemian Rhapsody,55,216,894,678,"[drama, music]"
500,91,10-Feb-17,Fifty Shades Darker,55,114,381,267,"[drama, romance]"
501,92,11-Oct-13,Captain Phillips,55,107,220,113,"[action, drama, thriller]"
502,95,10-Nov-17,Murder on the Orient Express,55,102,345,243,"[crime, drama, mystery]"
503,95,10-Nov-17,Murder on the Orient Express,55,102,345,243,"[crime, drama, mystery]"
504,96,26-Sep-14,The Equalizer,55,101,192,91,"[thriller, action, crime]"
505,97,9-Feb-18,Fifty Shades Freed,55,100,371,271,"[drama, romance]"
506,99,9-Apr-10,Date Night,55,98,152,54,[comedy]
507,5,16-Jan-15,Paddington,55,76,258,182,"[comedy, adventure, family]"
508,15,15-Mar-96,Executive Decision,55,56,122,66,"[action, adventure, drama, thriller]"
509,16,1-Nov-13,Free Birds,55,55,110,55,"[animation, comedy, family]"
510,20,21-Mar-14,Muppets Most Wanted,55,51,79,28,"[comedy, adventure, crime, family]"
511,22,19-Aug-16,Kubo and the Two Strings,55,48,77,29,"[animation, adventure, family]"
512,24,24-Nov-10,Burlesque,55,39,90,51,"[drama, romance]"
513,27,27-Jul-12,The Watch,55,34,67,33,"[action, comedy, sci-fi]"
514,28,14-Mar-03,The Hunted,55,34,47,13,[thriller]
515,32,23-Feb-18,Annihilation,55,32,43,11,[sci-fi]
516,33,16-Oct-15,Crimson Peak,55,31,74,43,"[drama, fantasy, horror, mystery, romance, thriller]"
517,33,16-Oct-15,Crimson Peak,55,31,74,43,"[drama, fantasy, horror, mystery, romance, thriller]"
518,42,1-Feb-13,Bullet to the Head,55,9,22,13,"[action, crime, thriller]"
519,59,18-Sep-15,Black Mass,53,62,98,36,"[drama, crime]"
520,59,18-Sep-15,Black Mass,53,62,98,36,[horror]
521,66,19-Dec-12,Zero Dark Thirty,52,95,134,39,"[thriller, drama, history]"
522,69,2-Jun-06,The Break-Up,52,118,205,87,"[romance, comedy]"
523,70,12-Feb-10,Valentine's Day,52,110,217,107,"[comedy, romance]"
524,72,5-Aug-11,The Change-Up,52,37,75,38,[comedy]
525,79,17-Aug-18,Alpha,51,35,99,64,[]
526,79,17-Aug-18,Alpha,51,35,99,64,"[adventure, drama]"
527,80,22-Nov-06,Deck the Halls,51,35,46,11,"[action, drama, mystery, tv movie]"
528,81,4-Mar-11,The Adjustment Bureau,50,62,126,64,"[sci-fi, thriller, romance]"
529,84,29-Jun-12,Ted,50,218,556,338,"[comedy, fantasy]"
530,85,13-Jun-14,22 Jump Street,50,191,331,140,"[crime, comedy, action]"
531,91,17-Jun-16,Central Intelligence,50,127,217,90,"[action, comedy, mystery]"
532,92,18-Dec-13,Anchorman 2: The Legend Continues,50,127,172,45,[comedy]
533,93,10-Jun-11,Super 8,50,127,257,130,"[thriller, sci-fi, mystery]"
534,96,21-Nov-18,Creed II,50,115,213,98,[drama]
535,97,9-Feb-18,Peter Rabbit,50,115,347,232,"[animation, adventure, family]"
536,100,14-Dec-18,The Mule,50,103,170,67,"[crime, comedy]"
537,100,14-Dec-18,The Mule,50,103,170,67,"[crime, drama, thriller]"
538,2,28-Feb-14,Non-Stop,50,91,222,131,"[tv movie, drama, mystery, thriller]"
539,2,28-Feb-14,Non-Stop,50,91,222,131,"[action, thriller, mystery]"
540,7,28-Jul-17,The Emoji Movie,50,86,216,130,"[animation, family, comedy]"
541,9,22-Dec-17,The Post,50,81,179,98,"[drama, history]"
542,9,22-Dec-17,The Post,50,81,179,98,"[drama, history]"
543,10,5-Feb-99,Payback,50,81,161,80,[documentary]
544,14,23-Dec-11,We Bought a Zoo,50,75,118,43,"[drama, comedy, family]"
545,15,23-Sep-11,Moneyball,50,75,111,36,[drama]
546,26,6-Apr-12,American Reunion,50,56,236,180,[comedy]
547,27,25-Jan-13,Hansel & Gretel: Witch Hunters,50,55,214,159,"[fantasy, horror, action]"
548,30,15-Jan-16,13 Hours: The Secret Soldiers of Benghazi,50,52,69,17,"[action, drama, history, thriller, war]"
549,32,29-Sep-17,American Made,50,51,135,84,"[action, crime]"
550,32,29-Sep-17,American Made,50,51,135,84,"[action, crime]"
551,35,17-Oct-14,The Book of Life,50,50,97,47,"[romance, animation, adventure, comedy, family, fantasy]"
552,40,8-Aug-14,Into the Storm,50,47,150,103,"[action, thriller]"
553,41,10-Oct-14,The Judge,50,47,76,29,[drama]
554,41,10-Oct-14,The Judge,50,47,76,29,"[documentary, documentary]"
555,45,19-Aug-16,War Dogs,50,43,86,43,"[comedy, crime, drama]"
556,56,20-May-16,The Nice Guys,50,36,59,23,"[comedy, crime, mystery]"
557,59,4-Jun-10,Marmaduke,50,33,89,56,"[family, comedy]"
558,61,15-Oct-10,Hereafter,50,32,108,76,"[drama, fantasy]"
559,63,6-Oct-95,Assassins,50,30,83,53,"[action, adventure, crime, thriller]"
560,63,6-Oct-95,Assassins,50,30,83,53,"[thriller, action, drama]"
561,64,12-Feb-16,Zoolander 2,50,28,55,27,[comedy]
562,68,29-Mar-13,The Host,50,26,64,38,"[action, adventure, romance, sci-fi, thriller]"
563,70,13-Mar-15,Run All Night,50,26,66,40,"[action, drama, thriller]"
564,74,27-Feb-04,Twisted,50,25,40,15,"[thriller, tv movie]"
565,78,8-Apr-11,Your Highness,50,21,26,5,"[fantasy, drama, action, comedy, sci-fi]"
566,78,8-Apr-11,Your Highness,50,21,26,5,"[comedy, adventure, fantasy]"
567,79,16-Sep-16,Snowden,50,21,35,14,"[drama, history, crime, thriller]"
568,80,30-Sep-11,Dream House,50,21,41,20,"[drama, thriller, mystery]"
569,81,24-Jun-16,Free State of Jones,50,20,23,3,"[action, drama, history, war]"
570,85,14-Feb-13,Beautiful Creatures,50,19,60,41,"[fantasy, drama, romance]"
571,90,3-Nov-95,Fair Game,50,11,26,15,"[drama, thriller]"
572,91,25-Feb-11,Drive Angry,50,10,41,31,"[fantasy, thriller, action, crime]"
573,98,16-Feb-18,Early Man,50,8,45,37,"[family, comedy, animation, adventure]"
574,2,17-Apr-15,Child 44,50,1,8,7,"[crime, thriller]"
575,10,2-Nov-01,The One,49,43,72,29,"[comedy, drama, romance]"
576,10,2-Nov-01,The One,49,43,72,29,"[war, drama]"
577,11,6-Mar-15,Chappie,49,31,105,74,"[crime, action, sci-fi]"
578,13,16-Nov-12,Anna Karenina,49,12,71,59,"[drama, romance]"
579,18,9-Jan-15,Taken 3,48,89,327,238,"[thriller, action]"
580,20,16-Nov-18,Instant Family,48,67,119,52,"[comedy, drama]"
581,23,22-Jan-10,Tooth Fairy,48,60,112,52,"[comedy, family, fantasy]"
582,32,13-Jul-16,The Infiltrator,47,15,20,5,"[crime, drama, thriller]"
583,34,11-Nov-16,Arrival,47,100,203,103,"[drama, sci-fi, mystery]"
584,34,11-Nov-16,Arrival,47,100,203,103,"[drama, sci-fi, mystery]"
585,40,18-Jun-10,Jonah Hex,47,10,11,1,"[action, western, drama, fantasy, thriller]"
586,42,23-Dec-16,Silence,46,7,23,16,"[drama, history]"
587,42,23-Dec-16,Silence,46,7,23,16,"[drama, history]"
588,44,20-Jun-97,My Best Friend's Wedding,46,126,298,172,"[comedy, romance]"
589,47,24-May-02,Insomnia,46,67,113,46,[]
590,48,20-Sep-13,Prisoners,46,61,113,52,"[drama, thriller, crime]"
591,54,5-Oct-12,Taken 2,45,139,377,238,"[action, crime, thriller]"
592,58,22-Dec-17,Pitch Perfect 3,45,104,185,81,"[comedy, music]"
593,58,22-Dec-17,Pitch Perfect 3,45,104,185,81,"[comedy, music]"
594,64,23-Nov-11,The Muppets,45,88,160,72,"[comedy, family, music]"
595,68,7-Oct-16,The Girl on the Train,45,75,174,99,[thriller]
596,68,7-Oct-16,The Girl on the Train,45,75,174,99,"[crime, drama, mystery, romance, thriller]"
597,68,7-Oct-16,The Girl on the Train,45,75,174,99,"[crime, drama, mystery, romance, thriller]"
598,71,21-Aug-98,Blade,45,70,131,61,"[horror, action]"
599,73,19-Mar-10,The Bounty Hunter,45,67,135,68,"[action, comedy, drama]"
600,81,9-Dec-16,Office Christmas Party,45,54,91,37,[comedy]
601,88,6-Jul-12,Savages,45,47,82,35,"[crime, drama, thriller]"
602,90,23-May-14,Blended,45,46,127,81,[comedy]
603,91,16-Jun-17,All Eyez on Me,45,44,54,10,"[drama, music]"
604,3,4-Nov-94,Frankenstein,45,22,112,90,"[horror, thriller]"
605,7,19-Jan-01,The Pledge,45,19,29,10,[drama]
606,10,1-Jul-05,Rebound,45,16,17,1,"[thriller, horror]"
607,11,19-Feb-10,The Ghost Writer,45,15,65,50,"[thriller, mystery]"
608,15,21-Sep-12,Dredd,45,13,41,28,"[action, sci-fi]"
609,16,28-Oct-11,The Rum Diary,45,13,21,8,"[drama, comedy]"
610,18,21-Dec-18,Welcome to Marwen,45,10,12,2,"[drama, comedy, fantasy]"
611,19,21-Oct-11,Johnny English Reborn,45,8,164,156,"[crime, adventure, action, comedy, thriller]"
612,27,12-Oct-12,Argo,44,136,227,91,"[drama, thriller]"
613,31,30-Jul-10,Charlie St. Cloud,44,31,48,17,"[drama, romance]"
614,33,6-Feb-14,The Interview,44,6,12,6,"[action, comedy]"
615,35,28-Jun-13,The Heat,43,159,229,70,"[action, comedy, crime]"
616,41,6-Jan-17,A Monster Calls,43,3,46,43,"[drama, fantasy]"
617,41,6-Jan-17,A Monster Calls,43,3,46,43,"[drama, fantasy]"
618,42,28-Jan-11,The Mechanic,42,29,76,47,"[action, thriller, crime]"
619,44,16-Mar-12,21 Jump Street,42,138,202,64,"[action, comedy, crime]"
620,51,12-May-17,Snatched,42,45,57,12,[comedy]
621,51,12-May-17,Snatched,42,45,57,12,"[action, comedy]"
622,52,12-Oct-12,Here Comes the Boom,42,45,73,28,"[action, comedy]"
623,55,11-Mar-11,Red Riding Hood,42,37,91,54,"[fantasy, thriller, horror]"
624,58,25-Dec-18,Holmes & Watson,42,30,41,11,"[mystery, adventure, comedy, crime]"
625,59,27-Jan-12,One for the Money,42,26,36,10,"[action, comedy, crime]"
626,63,2-Oct-92,Hero,42,19,66,47,[]
627,63,2-Oct-92,Hero,42,19,66,47,"[romance, action, drama]"
628,63,2-Oct-92,Hero,42,19,66,47,[]
629,64,27-Jan-12,Man on a Ledge,42,18,49,31,"[action, thriller, crime]"
630,65,3-Dec-10,The Warrior's Way,42,5,8,3,"[adventure, fantasy, action, western, thriller]"
631,77,11-Jun-10,The Karate Kid,40,176,351,175,"[action, adventure, drama, family]"
632,78,13-Feb-15,Fifty Shades of Grey,40,166,570,404,"[drama, romance, thriller]"
633,80,13-Dec-13,American Hustle,40,150,257,107,"[drama, crime]"
634,80,13-Dec-13,American Hustle,40,150,257,107,"[drama, crime]"
635,83,25-Jul-14,Lucy,40,126,457,331,"[action, sci-fi]"
636,84,25-Dec-13,Lone Survivor,40,125,149,24,"[action, drama, war]"
637,91,1-Oct-10,The Social Network,40,96,224,128,[drama]
638,95,15-Jan-16,Ride Along 2,40,90,124,34,"[action, comedy]"
639,97,27-Mar-15,Get Hard,40,90,106,16,[comedy]
640,100,14-Oct-16,The Accountant,40,86,152,66,"[crime, thriller, drama]"
641,100,14-Oct-16,The Accountant,40,86,152,66,"[crime, thriller, drama]"
642,1,14-Nov-14,Dumb and Dumber To,40,86,156,70,[comedy]
643,2,25-Apr-14,The Other Woman,40,83,195,112,[drama]
644,2,25-Apr-14,The Other Woman,40,83,195,112,"[comedy, romance]"
645,2,25-Apr-14,The Other Woman,40,83,195,112,"[drama, comedy, romance]"
646,6,25-Sep-15,The Intern,40,75,197,122,[comedy]
647,10,16-Oct-15,Bridge of Spies,40,72,162,90,"[thriller, drama]"
648,10,16-Oct-15,Bridge of Spies,40,72,162,90,"[thriller, drama]"
649,12,20-Mar-09,"I Love You, Man",40,72,92,20,[comedy]
650,17,4-Nov-16,Hacksaw Ridge,40,67,168,101,"[drama, history, war]"
651,17,4-Nov-16,Hacksaw Ridge,40,67,168,101,"[drama, history, war]"
652,21,18-Feb-11,Unknown,40,63,136,73,"[action, mystery, thriller]"
653,22,4-Jun-10,Get Him to the Greek,40,61,91,30,[comedy]
654,25,18-Mar-11,The Lincoln Lawyer,40,58,87,29,"[crime, drama, thriller]"
655,30,31-Jul-97,Spawn,40,54,87,33,[horror]
656,31,26-Nov-14,Horrible Bosses 2,40,54,105,51,[comedy]
657,35,9-Jul-10,Predators,40,52,127,75,"[action, sci-fi, adventure, thriller]"
658,36,15-Aug-12,The Odd Life of Timothy Green,40,51,55,4,"[fantasy, drama, comedy, family]"
659,43,20-Jun-14,Jersey Boys,40,47,65,18,"[music, drama]"
660,49,12-Aug-11,Final Destination 5,40,42,155,113,"[horror, mystery]"
661,50,16-Nov-18,Widows,40,42,73,31,"[crime, thriller]"
662,54,18-Jul-14,Sex Tape,40,38,126,88,[comedy]
663,55,15-Apr-11,Scream 4,40,38,95,57,"[horror, mystery]"
664,58,18-Mar-11,Paul,40,37,101,64,"[adventure, comedy, sci-fi]"
665,59,19-Dec-12,The Guilt Trip,40,37,41,4,[comedy]
666,60,26-Aug-11,Colombiana,40,36,72,36,"[action, thriller, crime, drama]"
667,62,12-Jan-18,The Commuter,40,36,101,65,"[action, thriller]"
668,67,8-Apr-11,Arthur,40,33,47,14,"[comedy, romance]"
669,69,21-Dec-16,Patriots Day,40,31,52,21,"[action, drama, thriller, crime, history]"
670,69,21-Dec-16,Patriots Day,40,31,52,21,"[action, drama, thriller, crime, history]"
671,73,10-Nov-10,Morning Glory,40,31,59,28,"[comedy, drama, romance]"
672,75,3-May-19,Long Shot,40,30,43,13,[documentary]
673,77,25-Dec-13,Grudge Match,40,29,69,40,[comedy]
674,81,11-Aug-17,The Nut Job 2: Nutty by Nature,40,28,57,29,"[family, animation, adventure, comedy]"
675,84,27-Jan-17,Resident Evil: The Final Chapter,40,26,314,288,"[action, horror, sci-fi]"
676,86,30-Jun-17,The House,40,25,31,6,[comedy]
677,89,7-Jan-11,Season of the Witch,40,24,91,67,"[adventure, fantasy, action]"
678,94,26-Aug-16,Mechanic: Resurrection,40,21,109,88,"[action, crime, thriller]"
679,99,3-Feb-12,Big Miracle,40,20,25,5,"[adventure, drama, romance]"
680,100,21-Dec-12,The Impossible,40,19,169,150,"[thriller, drama]"
681,1,9-Mar-12,A Thousand Words,40,18,20,2,"[drama, comedy]"
682,15,20-Mar-15,The Gunman,40,10,18,8,"[action, drama, crime]"
683,19,16-Aug-13,Paranoia,40,7,16,9,[]
684,19,16-Aug-13,Paranoia,40,7,16,9,"[drama, thriller]"
685,19,16-Aug-13,Paranoia,40,7,16,9,"[thriller, horror]"
686,19,16-Aug-13,Paranoia,40,7,16,9,[]
687,22,9-Mar-18,The Hurricane Heist,40,6,30,24,"[action, crime, thriller]"
688,24,25-Nov-15,Victor Frankenstein,40,5,31,26,"[drama, sci-fi, thriller]"
689,24,25-Nov-15,Victor Frankenstein,40,5,31,26,"[drama, sci-fi, thriller]"
690,27,27-Jun-14,Snowpiercer,40,4,88,84,"[action, sci-fi, drama]"
691,48,5-Oct-12,Frankenweenie,39,35,81,46,"[animation, comedy, family]"
692,54,22-Jun-01,The Fast and the Furious,38,144,206,62,"[action, crime, thriller]"
693,59,2-Jun-17,Captain Underpants: The First Epic Movie,38,73,126,53,"[action, animation, comedy, family]"
694,60,17-Apr-15,Paul Blart: Mall Cop 2,38,71,107,36,"[action, comedy, family]"
695,62,23-Dec-16,Why Him?,38,60,117,57,[comedy]
696,62,23-Dec-16,Why Him?,38,60,117,57,[comedy]
697,63,22-Apr-11,Water for Elephants,38,58,116,58,"[drama, romance]"
698,66,6-Sep-13,Riddick,38,42,94,52,"[sci-fi, action, thriller]"
699,68,24-May-02,Enough,38,39,50,11,"[comedy, animation]"
700,69,22-Jan-16,The 5th Wave,38,34,111,77,"[adventure, sci-fi]"
701,71,20-Sep-13,Rush,38,26,98,72,"[drama, action]"
702,75,20-Oct-17,Only the Brave,38,18,24,6,[drama]
703,77,14-Oct-11,The Thing,38,16,27,11,"[horror, sci-fi, mystery, thriller]"
704,82,21-Sep-18,The Sisters Brothers,38,3,13,10,"[comedy, drama, western]"
705,85,11-Jan-19,The Upside,37,108,119,11,"[comedy, drama]"
706,86,18-May-12,What to Expect When You're Expecting,37,41,88,47,"[romance, comedy, drama]"
707,87,14-Sep-12,The Master,37,16,50,34,[drama]
708,87,14-Sep-12,The Master,37,16,50,34,"[history, action]"
709,90,7-Aug-13,We're the Millers,37,150,267,117,"[comedy, crime]"
710,91,25-Nov-15,Creed,37,109,173,64,[drama]
711,91,25-Nov-15,Creed,37,109,173,64,[drama]
712,92,17-Sep-10,The Town,37,92,152,60,"[crime, drama, thriller]"
713,93,23-Sep-11,Dolphin Tale,37,72,96,24,"[drama, family]"
714,94,23-Feb-18,Game Night,37,69,117,48,"[mystery, comedy, crime]"
715,99,26-Feb-10,Cop Out,37,44,55,11,"[action, comedy, crime]"
716,100,28-Jan-11,The Rite,37,33,97,64,"[drama, thriller, horror]"
717,3,29-May-15,Aloha,37,21,25,4,"[drama, comedy, romance]"
718,10,26-Mar-10,Hot Tub Time Machine,36,50,65,15,"[sci-fi, comedy, adventure]"
719,12,12-Sep-14,Dolphin Tale 2,36,42,57,15,"[family, drama]"
720,13,16-Dec-16,Collateral Beauty,36,31,85,54,"[drama, romance]"
721,13,16-Dec-16,Collateral Beauty,36,31,85,54,"[drama, romance]"
722,21,6-May-11,There Be Dragons,36,1,4,3,"[drama, war]"
723,24,8-Sep-17,It,35,327,697,370,"[horror, thriller]"
724,24,8-Sep-17,It,35,327,697,370,"[horror, thriller]"
725,29,22-Dec-10,True Grit,35,171,252,81,"[drama, adventure, western]"
726,32,8-Feb-13,Identity Thief,35,134,175,41,"[comedy, crime]"
727,34,8-Jul-11,Horrible Bosses,35,117,212,95,"[comedy, crime]"
728,36,17-Jul-15,Trainwreck,35,110,141,31,"[comedy, romance]"
729,37,13-Dec-13,Saving Mr. Banks,35,83,114,31,"[comedy, drama, history]"
730,49,30-Apr-10,A Nightmare on Elm Street,35,63,117,54,"[horror, mystery, thriller]"
731,53,8-Oct-10,Secretariat,35,59,60,1,[drama]
732,55,22-Jul-11,Friends with Benefits,35,55,146,91,"[romance, comedy]"
733,56,20-May-16,Neighbors 2: Sorority Rising,35,55,108,53,[comedy]
734,59,29-Jun-18,Sicario: Day of the Soldado,35,50,75,25,"[action, crime, drama, thriller]"
735,62,22-May-15,Poltergeist,35,47,95,48,"[horror, thriller]"
736,22,4-Jun-82,Poltergeist,10,74,121,47,"[horror, thriller]"
737,63,12-Oct-18,Goosebumps 2: Haunted Halloween,35,46,93,47,"[adventure, comedy, fantasy, family, horror]"
738,64,19-Jan-18,12 Strong,35,45,71,26,"[war, drama, history, action]"
739,72,6-May-11,Something Borrowed,35,39,65,26,"[comedy, drama, romance]"
740,74,28-Oct-11,In Time,35,37,165,128,"[action, thriller, sci-fi]"
741,76,9-Nov-11,J. Edgar,35,37,84,47,"[drama, crime, history]"
742,78,17-Aug-18,Mile 22,35,36,66,30,[action]
743,79,8-May-15,Hot Pursuit,35,34,45,11,"[action, comedy, crime]"
744,80,25-Dec-15,Concussion,35,34,50,16,[drama]
745,80,25-Dec-15,Concussion,35,34,50,16,[drama]
746,81,13-Oct-17,The Foreigner,35,34,140,106,"[action, thriller, drama]"
747,81,13-Oct-17,The Foreigner,35,34,140,106,"[action, thriller, drama]"
748,89,1-Jun-18,Adrift,35,31,57,26,[documentary]
749,89,1-Jun-18,Adrift,35,31,57,26,"[thriller, romance, adventure]"
750,91,6-Jan-17,Underworld: Blood Wars,35,30,81,51,"[action, fantasy, horror, drama]"
751,93,20-Aug-10,Nanny McPhee and the Big Bang,35,29,97,68,"[comedy, fantasy, family]"
752,96,23-Sep-11,Abduction,35,28,86,58,"[thriller, action, mystery]"
753,100,19-Oct-12,Alex Cross,35,25,35,10,"[action, thriller, crime, mystery]"
754,4,9-Nov-01,Heist,35,23,28,5,"[action, crime]"
755,4,9-Nov-01,Heist,35,23,28,5,"[crime, action, thriller]"
756,6,4-Mar-16,Whiskey Tango Foxtrot,35,23,25,2,"[war, comedy]"
757,8,21-Aug-15,Hitman: Agent 47,35,22,82,60,"[action, crime, thriller]"
758,10,24-Aug-12,Premium Rush,35,20,31,11,"[crime, action, thriller]"
759,11,18-Jan-13,Broken City,35,19,34,15,"[thriller, crime, drama]"
760,14,25-Feb-05,Cursed,35,19,25,6,"[animation, comedy]"
761,17,30-Apr-10,Furry Vengeance,35,17,39,22,"[comedy, family]"
762,18,25-Jan-13,Parker,35,17,48,31,"[action, crime]"
763,24,27-May-11,The Tree of Life,35,13,61,48,"[drama, fantasy]"
764,26,11-Aug-06,Zoom,35,11,12,1,"[animation, comedy, drama]"
765,29,28-Mar-14,Sabotage,35,10,18,8,"[action, drama, thriller, crime]"
766,32,6-Mar-15,Unfinished Business,35,10,13,3,[comedy]
767,33,30-Sep-15,The Walk,35,10,61,51,"[adventure, drama, thriller]"
768,35,29-Nov-13,Mandela: Long Walk to Freedom,35,8,29,21,"[drama, history]"
769,40,20-Oct-17,The Snowman,35,6,43,37,"[drama, crime, thriller, horror]"
770,44,28-Jan-11,Biutiful,35,5,24,19,[drama]
771,47,22-Apr-16,A Hologram for the King,35,4,11,7,"[comedy, drama]"
772,58,25-Dec-11,The Darkest Hour,34,21,62,41,"[horror, action, thriller, sci-fi]"
773,59,28-Jun-17,Baby Driver,34,107,228,121,"[action, crime]"
774,60,19-Sep-14,The Maze Runner,34,102,348,246,"[action, mystery, sci-fi, thriller]"
775,61,10-Apr-15,The Longest Ride,34,37,63,26,"[drama, romance]"
776,64,3-Aug-18,The Darkest Minds,34,12,38,26,"[sci-fi, thriller]"
777,73,8-Jul-16,Mike and Dave Need Wedding Dates,33,46,75,29,[comedy]
778,74,27-Jul-12,Step Up Revolution,33,35,165,130,"[music, drama, romance]"
779,77,8-Sep-00,The Watcher,33,28,47,19,"[horror, thriller]"
780,78,27-Apr-12,Safe,33,17,41,24,"[action, crime, thriller]"
781,85,13-May-11,Bridesmaids,32,169,289,120,"[comedy, romance]"
782,87,26-Apr-13,The Big Wedding,32,21,48,27,[comedy]
783,88,24-Feb-12,Wanderlust,32,17,24,7,"[comedy, romance]"
784,95,27-Aug-10,Takers,32,57,70,13,"[action, crime, drama, thriller]"
785,96,1-Apr-11,Source Code,32,54,140,86,"[thriller, sci-fi, mystery]"
786,97,10-Sep-99,Stigmata,32,50,89,39,"[drama, fantasy]"
787,99,20-Apr-18,I Feel Pretty,32,48,91,43,[comedy]
788,1,18-Feb-11,"Big Mommas: Like Father, Like Son",32,37,82,45,"[crime, comedy, action]"
789,4,14-Dec-79,1941,32,34,94,60,[comedy]
790,7,15-Mar-13,The Incredible Burt Wonderstone,32,22,27,5,[comedy]
791,10,12-Oct-18,Bad Times at the El Royale,32,17,29,12,"[thriller, crime, mystery, drama]"
792,11,3-Sep-10,Going the Distance,32,17,43,26,"[comedy, drama, romance]"
793,13,19-Mar-10,Repo Men,32,13,18,5,"[action, sci-fi, thriller, crime]"
794,21,15-Apr-16,Criminal,31,14,38,24,"[action, crime, sci-fi, thriller, mystery, drama]"
795,22,12-Apr-13,42,31,95,97,2,[drama]
796,23,2-Nov-12,Flight,31,93,160,67,[drama]
797,27,7-Mar-14,The Grand Budapest Hotel,31,59,163,104,"[comedy, drama]"
798,28,29-Jul-15,Vacation,31,58,102,44,[drama]
799,28,29-Jul-15,Vacation,31,58,102,44,[comedy]
800,31,28-Apr-00,Frequency,31,44,68,24,"[crime, drama, sci-fi, thriller]"
801,33,22-Jan-10,Extraordinary Measures,31,12,15,3,[drama]
802,34,25-Aug-17,Birth of the Dragon,31,6,7,1,"[action, drama]"
803,37,22-Nov-95,Toy Story,30,191,364,173,"[animation, comedy, family]"
