,Unnamed: 0,clean_title,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,title,studio,domestic_grossbom,foreign_grossbom,year,worldwide_grossbom,Sport,Crime,News,Romance,Sci-Fi,Western,Horror,Drama,Family,nan,Mystery,Musical,Fantasy,Adventure,Documentary,Thriller,Comedy,Reality-TV,Music,History,Action,Animation
959,13873,captive,tt1699745,Captive,Captive,2012,120.0,"Drama,Thriller",23,18-Sep-15,Captive,2000000,2583301,2791973,208672,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
960,13874,peeples,tt1699755,Peeples,Peeples,2013,95.0,"Comedy,Romance",98,10-May-13,Peeples,11000000,9177065,9307166,130101,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
961,13918,sausage party,tt1700841,Sausage Party,Sausage Party,2016,89.0,"Adventure,Animation,Comedy",28,12-Aug-16,Sausage Party,19000000,97670358,141344255,43673897,Sausage Party,Sony,97700000.0,43000000.0,2016.0,140700000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
962,13942,deadline,tt1701989,Deadline,Deadline,2011,,Thriller,29,31-Dec-09,Deadline,1800000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
963,13943,detention,tt1701990,Detention,Detention,2011,93.0,"Comedy,Horror,Mystery",45,13-Apr-12,Detention,10000000,0,0,0,,,,,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
964,13959,casa de mi padre,tt1702425,Casa de mi Padre,Casa de mi Padre,2012,84.0,"Comedy,Western",53,16-Mar-12,Casa de mi Padre,6000000,5909483,8446952,2537469,Casa De Mi Padre,LGF,5900000.0,2100000.0,2012.0,8000000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
965,13964,safe haven,tt1702439,Safe Haven,Safe Haven,2013,115.0,"Drama,Romance,Thriller",41,14-Feb-13,Safe Haven,28000000,71399120,94050951,22651831,Safe Haven,Rela.,71300000.0,26200000.0,2013.0,97500000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
966,13966,justin bieber: never say never,tt1702443,Justin Bieber: Never Say Never,Justin Bieber: Never Say Never,2011,105.0,"Documentary,Music",48,11-Feb-11,Justin Bieber: Never Say Never,13000000,73013910,99034125,26020215,Justin Bieber: Never Say Never,Par.,73000000.0,26000000.0,2011.0,99000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
967,13967,archaeology of a woman,tt1702455,Archaeology of a Woman,Archaeology of a Woman,2012,94.0,Drama,38,12-Sep-14,Archaeology of a Woman,200000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
968,13994,grave encounters,tt1703199,Grave Encounters,Grave Encounters,2011,92.0,Horror,76,9-Sep-11,Grave Encounters,2000000,0,2151887,2151887,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
969,14023,genius,tt1703957,Genius,Genius,2016,104.0,"Biography,Drama",10,10-Jun-16,Genius,17000000,1361045,7265283,5904238,Genius,RAtt.,1400000.0,4300000.0,2016.0,5700000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
970,14045,bernie,tt1704573,Bernie,Bernie,2011,99.0,"Biography,Comedy,Crime",48,27-Apr-12,Bernie,6000000,9204489,10106975,902486,Bernie,MNE,9200000.0,,2012.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
971,14082,tarzan,tt1705952,Tarzan,Tarzan,2013,94.0,"Adventure,Animation,Drama",100,16-Jun-99,Tarzan,145000000,171091819,448191819,277100000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
972,14110,chronicle,tt1706593,Chronicle,Chronicle,2012,84.0,"Drama,Sci-Fi,Thriller",55,3-Feb-12,Chronicle,12000000,64575175,123681790,59106615,,,,,,,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
973,14115,snowpiercer,tt1706620,Snowpiercer,Snowpiercer,2013,126.0,"Action,Drama,Sci-Fi",27,27-Jun-14,Snowpiercer,40000000,4563029,88069880,83506851,Snowpiercer,RTWC,4600000.0,82200000.0,2014.0,86800000.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
974,14169,gerry,tt1708473,Gerry,Gerry,2011,131.0,Biography,56,14-Feb-03,Gerry,7000000,254683,719699,465016,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
975,14182,drive,tt1709105,Drive,Drive,2010,55.0,Documentary,36,16-Sep-11,Drive,15000000,35060689,81357930,46297241,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
976,14186,the last days on mars,tt1709143,The Last Days on Mars,The Last Days on Mars,2013,98.0,"Adventure,Horror,Sci-Fi",25,6-Dec-13,The Last Days on Mars,10600000,24084,261364,237280,,,,,,,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
977,14211,joyful noise,tt1710396,Joyful Noise,Joyful Noise,2012,118.0,"Comedy,Drama,Music",86,13-Jan-12,Joyful Noise,27500000,30932113,31157914,225801,Joyful Noise,WB,30900000.0,226000.0,2012.0,31126000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
978,14269,office christmas party,tt1711525,Office Christmas Party,Office Christmas Party,2016,105.0,Comedy,81,9-Dec-16,Office Christmas Party,45000000,54767494,91323299,36555805,Office Christmas Party,Par.,54800000.0,59700000.0,2016.0,114500000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
979,14290,alex cross,tt1712170,Alex Cross,Alex Cross,2012,101.0,"Action,Crime,Mystery",100,19-Oct-12,Alex Cross,35000000,25888412,35426759,9538347,Alex Cross,LG/S,25900000.0,8700000.0,2012.0,34600000.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
980,14309,triple 9,tt1712261,Triple 9,Triple 9,2016,115.0,"Crime,Thriller",33,26-Feb-16,Triple 9,20000000,12639297,25943792,13304495,Triple 9,ORF,12600000.0,10500000.0,2016.0,23100000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
981,14331,upside down,tt1713561,Upside Down,Upside Down,2011,,Drama,4,15-Mar-13,Upside Down,50000000,102118,26387039,26284921,Upside Down,MNE,105000.0,8000000.0,2013.0,8105000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
982,14358,the spectacular now,tt1714206,The Spectacular Now,The Spectacular Now,2013,95.0,"Comedy,Drama,Romance",22,2-Aug-13,The Spectacular Now,2500000,6852971,6916951,63980,The Spectacular Now,A24,6900000.0,,2013.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
983,14360,in the land of blood and honey,tt1714209,In the Land of Blood and Honey,In the Land of Blood and Honey,2011,127.0,"Drama,Romance,War",10,23-Dec-11,In The Land of Blood and Honey,13000000,303877,509193,205316,In the Land of Blood and Honey,FD,304000.0,,2011.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
984,14361,weekend,tt1714210,Weekend,Weekend,2011,97.0,"Drama,Romance",43,23-Sep-11,Weekend,190000,484592,1577585,1092993,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
985,14426,anna,tt1715336,Anna,Anna,2013,99.0,"Drama,Mystery,Sci-Fi",64,6-Jun-14,Anna,4357373,0,1200000,1200000,Anna,VE,4300.0,,2014.0,,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
986,14476,raymond did it,tt1716760,Raymond Did It,Raymond Did It,2011,83.0,Horror,32,11-Feb-11,Raymond Did It,40000,3632,3632,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
987,14480,people like us,tt1716777,People Like Us,People Like Us,2012,114.0,"Comedy,Drama",60,29-Jun-12,People Like Us,16000000,12431792,12617472,185680,People Like Us,BV,12400000.0,,2012.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
988,14491,shouldve been romeo,tt1717210,Should've Been Romeo,Should've Been Romeo,2012,,"Comedy,Drama",96,31-Dec-12,Should've Been Romeo,5000000,0,0,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
989,14565,another happy day,tt1719071,Another Happy Day,Another Happy Day,2011,119.0,"Comedy,Drama",52,18-Nov-11,Another Happy Day,4000000,9120,978527,969407,Another Happy Day,P4,8500.0,347000.0,2011.0,355500.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
990,14589,vamps,tt1719676,Vamps,Vamps,2010,89.0,"Comedy,Horror,Thriller",79,2-Nov-12,Vamps,16000000,3361,94812,91451,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
991,14621,october baby,tt1720182,October Baby,October Baby,2011,107.0,Drama,35,23-Mar-12,October Baby,1000000,5355847,5391992,36145,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
992,14644,showtime,tt1720297,Showtime,Yong xin tiao,2010,100.0,"Drama,Fantasy,Musical",19,15-Mar-02,Showtime,85000000,37948765,78948765,41000000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False
993,14731,were the millers,tt1723121,We're the Millers,We're the Millers,2013,110.0,"Comedy,Crime",90,7-Aug-13,We're the Millers,37000000,150394119,267816276,117422157,We're the Millers,WB (NL),150400000.0,119600000.0,2013.0,270000000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
994,14777,shame,tt1723811,Shame,Shame,2011,101.0,Drama,97,2-Dec-11,Shame,6500000,4002293,20412841,16410548,Shame,FoxS,3900000.0,13800000.0,2011.0,17700000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
995,14855,l!fe happens,tt1726589,L!fe Happens,L!fe Happens,2011,100.0,Comedy,34,13-Apr-12,L!fe Happens,930000,30905,30905,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
996,14856,before i go to sleep,tt1726592,Before I Go to Sleep,Before I Go to Sleep,2014,92.0,"Drama,Horror,Mystery",49,31-Oct-14,Before I Go to Sleep,22000000,3242457,19563579,16321122,Before I Go To Sleep,CE,3200000.0,12200000.0,2014.0,15400000.0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
997,14864,killer joe,tt1726669,Killer Joe,Killer Joe,2011,102.0,"Crime,Drama,Thriller",90,27-Jul-12,Killer Joe,10000000,1291645,4659110,3367465,Killer Joe,LD,2000000.0,1700000.0,2012.0,3700000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
998,14910,fathers day,tt1727261,Father's Day,Father's Day,2011,99.0,"Action,Comedy,Horror",24,9-May-97,Father's Day,85000000,28681080,35681080,7000000,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
999,14938,the way way back,tt1727388,The Way Way Back,The Way Way Back,2013,103.0,"Comedy,Drama",83,5-Jul-13,The Way Way Back,5000000,21502690,26853810,5351120,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1000,14944,control,tt1727497,Control,Het Tweede Gelaat,2017,127.0,"Action,Crime,Drama",7,10-Oct-07,Control,6400000,871577,8902141,8030564,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1001,14960,scouts guide to the zombie apocalypse,tt1727776,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,2015,93.0,"Action,Comedy,Horror",25,30-Oct-15,Scouts Guide to the Zombie Apocalypse,15000000,3703046,15554855,11851809,Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000.0,2015.0,16100000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1002,14968,screwed,tt1727816,Screwed,Screwed,2011,110.0,"Crime,Drama",11,12-May-00,Screwed,12000000,6982680,6982680,0,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1003,14971,bohemian rhapsody,tt1727824,Bohemian Rhapsody,Bohemian Rhapsody,2018,134.0,"Biography,Drama,Music",84,2-Nov-18,Bohemian Rhapsody,55000000,216303339,894985342,678682003,Bohemian Rhapsody,Fox,216400000.0,687200000.0,2018.0,903600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1004,14992,the box,tt1728200,The Box,The Box,2011,89.0,Drama,66,6-Nov-09,The Box,25000000,15051977,34356760,19304783,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1005,15015,the family,tt1728973,The Family,The Family,2011,88.0,"Horror,Thriller",22,13-Sep-13,The Family,30000000,36918811,51078541,14159730,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1006,15094,darling companion,tt1730687,Darling Companion,Darling Companion,2012,103.0,"Comedy,Drama,Romance",34,20-Apr-12,Darling Companion,12000000,793352,1200346,406994,Darling Companion,SPC,794000.0,,2012.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1007,15115,supernova,tt1730764,Supernova,Supernova,2014,90.0,Drama,41,14-Jan-00,Supernova,60000000,14218868,14816494,597626,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1008,15118,enders game,tt1731141,Ender's Game,Ender's Game,2013,114.0,"Action,Adventure,Fantasy",36,1-Nov-13,Ender's Game,110000000,61737191,127983283,66246092,Ender's Game,LG/S,61700000.0,63800000.0,2013.0,125500000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
1009,15128,the lords of salem,tt1731697,The Lords of Salem,The Lords of Salem,2012,101.0,"Horror,Thriller",84,19-Apr-13,The Lords of Salem,1500000,1165881,1541131,375250,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1010,15133,silence,tt1731755,Silence,Hiljaisuus,2011,110.0,"Drama,War",42,23-Dec-16,Silence,46500000,7100177,23726626,16626449,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1011,15256,50/50,tt1734060,50/50,50/50,2010,77.0,Documentary,73,30-Sep-11,50/50,8000000,35016118,41334735,6318617,50/50,Sum.,35000000.0,4200000.0,2011.0,39200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1012,15289,eden,tt1734433,Eden,Eden,2012,98.0,"Crime,Drama",66,19-Jan-16,Eden,2300000,0,0,0,Eden,BG,65500.0,,2015.0,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1013,15330,wonderland,tt1735233,Wonderland,VIViD,2011,80.0,"Fantasy,Horror,Sci-Fi",26,3-Oct-03,Wonderland,5500000,1060512,1060512,0,,,,,,,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1014,15366,snow white and the huntsman,tt1735898,Snow White and the Huntsman,Snow White and the Huntsman,2012,127.0,"Action,Adventure,Drama",19,1-Jun-12,Snow White and the Huntsman,170000000,155136755,401021746,245884991,Snow White and the Huntsman,Uni.,155300000.0,241300000.0,2012.0,396600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1015,15393,last man standing,tt1736017,Last Man Standing,Last Man Standing,2010,85.0,"Biography,Crime,Documentary",66,20-Sep-96,Last Man Standing,67000000,18115927,18115927,0,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1016,15446,the island,tt1737256,The Island,The Island,2011,95.0,"Drama,Romance",100,22-Jul-05,The Island,120000000,35818913,163018913,127200000,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1017,15446,the island,tt1737256,The Island,The Island,2011,95.0,"Drama,Romance",35,13-Jun-80,The Island,22000000,15716828,15716828,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1018,15448,wanted,tt1737267,Wanted,Wanted,2010,110.0,Action,37,27-Jun-08,Wanted,75000000,134508551,342416460,207907909,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1019,15522,open secret,tt1739304,Open Secret,Open Secret,2011,55.0,Documentary,97,25-Mar-15,Open Secret,100000,0,0,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1020,15528,payback,tt1740017,Payback,Payback,2010,115.0,"Action,Crime,Drama",10,5-Feb-99,Payback,50000000,81526121,161626121,80100000,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1021,15570,the man,tt1740683,The Man,Mesteren,2017,94.0,Drama,54,9-Sep-05,The Man,20000000,8330720,10393696,2062976,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1022,15618,secret in their eyes,tt1741273,Secret in Their Eyes,Secret in Their Eyes,2015,111.0,"Crime,Drama,Mystery",94,20-Nov-15,Secret in Their Eyes,20000000,20180155,32608019,12427864,,,,,,,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1023,15641,jersey boys,tt1742044,Jersey Boys,Jersey Boys,2014,134.0,"Biography,Drama,Music",43,20-Jun-14,Jersey Boys,40000000,47047013,65282732,18235719,Jersey Boys,WB,47000000.0,20600000.0,2014.0,67600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1024,15672,sabotage,tt1742334,Sabotage,Sabotage,2014,109.0,"Action,Crime,Drama",29,28-Mar-14,Sabotage,35000000,10508518,18376443,7867925,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1025,15674,your sisters sister,tt1742336,Your Sister's Sister,Your Sister's Sister,2011,90.0,"Comedy,Drama",73,15-Jun-12,Your Sister's Sister,120000,1597486,3090593,1493107,Your Sister's Sister,IFC,1600000.0,,2012.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1026,15675,i dont know how she does it,tt1742650,I Don't Know How She Does It,I Don't Know How She Does It,2011,89.0,"Comedy,Romance",58,16-Sep-11,I Don't Know How She Does It,24000000,9659074,24474463,14815389,I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011.0,30600000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1027,15757,the wall,tt1745686,The Wall,Die Wand,2012,108.0,"Drama,Fantasy,Mystery",29,12-May-17,The Wall,3000000,1803064,4495262,2692198,The Wall,RAtt.,1800000.0,2700000.0,2017.0,4500000.0,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
1028,15838,blood ties,tt1747958,Blood Ties,Blood Ties,2013,127.0,"Action,Crime,Drama",52,21-Mar-14,Blood Ties,26000000,42472,2923959,2881487,Blood Ties,ALP,2800.0,,2011.0,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1029,15865,moonrise kingdom,tt1748122,Moonrise Kingdom,Moonrise Kingdom,2012,94.0,"Adventure,Comedy,Drama",33,25-May-12,Moonrise Kingdom,16000000,45512466,68848446,23335980,Moonrise Kingdom,Focus,45500000.0,22800000.0,2012.0,68300000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1030,15867,much ado about nothing,tt1748124,Much Ado About Nothing,Much Ado About Nothing,2010,68.0,"Comedy,Drama,Romance",82,7-May-93,Much Ado About Nothing,8000000,22549338,22549338,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1031,15881,red lights,tt1748179,Red Lights,Red Lights,2012,114.0,"Drama,Fantasy,Horror",56,13-Jul-12,Red Lights,17700000,49521,14518884,14469363,,,,,,,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1032,15889,sound of my voice,tt1748207,Sound of My Voice,Sound of My Voice,2011,85.0,"Drama,Mystery,Sci-Fi",68,27-Apr-12,Sound of My Voice,135000,408015,429448,21433,Sound of My Voice,FoxS,408000.0,,2012.0,,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1033,15894,the collection,tt1748227,The Collection,The Collection,2012,82.0,"Action,Horror,Thriller",52,30-Nov-12,The Collection,10000000,6810754,8890094,2079340,The Collection,LD,6800000.0,,2012.0,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1034,15921,august,tt1753460,August,August,2011,99.0,"Drama,Romance",40,11-Jul-08,August,3400000,12636,12636,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1035,15986,august,tt1753773,August,Elokuu,2011,108.0,Drama,40,11-Jul-08,August,3400000,12636,12636,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1036,16165,the ghastly love of johnny x,tt1754633,The Ghastly Love of Johnny X,The Ghastly Love of Johnny X,2012,106.0,"Comedy,Fantasy,Musical",74,26-Oct-12,The Ghastly Love of Johnny X,2000000,2436,2436,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False
1037,16170,the last shot,tt1754651,The Last Shot,The Last Shot,2010,47.0,Action,36,24-Sep-04,The Last Shot,40000000,463730,463730,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1038,16172,the little prince,tt1754656,The Little Prince,Le Petit Prince,2015,108.0,"Adventure,Animation,Drama",19,12-Feb-16,The Little Prince,77500000,1311213,102028919,100717706,The Little Prince,EOne,1300000.0,96200000.0,2016.0,97500000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1039,16211,brothers,tt1754838,Brothers,Veljekset,2011,90.0,Drama,41,4-Dec-09,Brothers,26000000,28544157,45043870,16499713,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1040,16211,brothers,tt1754838,Brothers,Veljekset,2011,90.0,Drama,8,14-Aug-15,Brothers,13000000,656688,17856688,17200000,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1041,16310,the guardian,tt1756811,The Guardian,The Guardian,2011,90.0,Drama,22,29-Sep-06,The Guardian,70000000,55011732,94973540,39961808,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1042,16322,twixt,tt1756851,Twixt,Twixt,2011,88.0,"Comedy,Fantasy,Horror",66,23-Jul-13,Twixt,7000000,0,1268346,1268346,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1043,16347,duplicity,tt1757736,Duplicity,Duplicity,2011,90.0,Thriller,12,20-Mar-09,Duplicity,60000000,40572825,81079566,40506741,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1044,16357,jackie,tt1757772,Jackie,Jackie,2010,126.0,Action,87,2-Dec-16,Jackie,9000000,13960394,36588512,22628118,Jackie,FoxS,14000000.0,,2016.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1045,16393,blue like jazz,tt1758575,Blue Like Jazz,Blue Like Jazz,2012,108.0,"Comedy,Drama",72,13-Apr-12,Blue Like Jazz,1200000,595018,595018,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1046,16409,like crazy,tt1758692,Like Crazy,Like Crazy,2011,86.0,"Drama,Romance",74,28-Oct-11,Like Crazy,250000,3395391,3728400,333009,Like Crazy,ParV,3400000.0,336000.0,2011.0,3736000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1047,16412,people like us,tt1758741,People Like Us,People Like Us,2010,55.0,Drama,60,29-Jun-12,People Like Us,16000000,12431792,12617472,185680,People Like Us,BV,12400000.0,,2012.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1048,16422,the to do list,tt1758795,The To Do List,The To Do List,2013,104.0,"Comedy,Romance",77,26-Jul-13,The To Do List,1500000,3491669,4128828,637159,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1049,16424,the snowman,tt1758810,The Snowman,The Snowman,2017,119.0,"Crime,Drama,Mystery",40,20-Oct-17,The Snowman,35000000,6670765,43226146,36555381,The Snowman,Uni.,6700000.0,36400000.0,2017.0,43100000.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1050,16426,this is 40,tt1758830,This Is 40,This Is 40,2012,134.0,"Comedy,Romance",45,21-Dec-12,This is 40,35000000,67544505,90221182,22676677,This Is 40,Uni.,67500000.0,20500000.0,2012.0,88000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1051,16525,the first time,tt1763303,The First Time,The First Time,2012,95.0,"Comedy,Drama,Romance",67,19-Oct-12,The First Time,2000000,17061,17061,0,The First Time,Gold.,22800.0,,2012.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1052,16548,arbitrage,tt1764183,Arbitrage,Arbitrage,2012,107.0,"Drama,Thriller",9,14-Sep-12,Arbitrage,12000000,7919574,35830713,27911139,Arbitrage,RAtt.,7900000.0,27600000.0,2012.0,35500000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1053,16556,killing them softly,tt1764234,Killing Them Softly,Killing Them Softly,2012,97.0,"Crime,Thriller",82,30-Nov-12,Killing Them Softly,15000000,14945541,39238443,24292902,Killing Them Softly,Wein.,15000000.0,22900000.0,2012.0,37900000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1054,16613,exodus,tt1764565,Exodus,Exodus Where I Come from Is Disappearing,2017,105.0,Documentary,86,15-Dec-60,Exodus,4000000,21750000,21750000,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1055,16626,subconscious,tt1764615,Subconscious,Subconscious,2010,72.0,Horror,78,10-Mar-15,Subconscious,500000,0,0,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
