,Unnamed: 0,clean_title,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,title,studio,domestic_grossbom,foreign_grossbom,year,worldwide_grossbom,Sport,Crime,News,Romance,Sci-Fi,Western,Horror,Drama,Family,nan,Mystery,Musical,Fantasy,Adventure,Documentary,Thriller,Comedy,Reality-TV,Music,History,Action,Animation
0,20,foodfight!,tt0249516,Foodfight!,Foodfight!,2012,91.0,"Action,Animation,Comedy",26,31-Dec-12,Foodfight!,45000000,0,73706,73706,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
1,33,mortal kombat,tt0293429,Mortal Kombat,Mortal Kombat,2021,,"Action,Adventure,Fantasy",10,18-Aug-95,Mortal Kombat,20000000,70433227,122133227,51700000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
2,40,the overnight,tt0326592,The Overnight,The Overnight,2010,88.0,,21,19-Jun-15,The Overnight,200000,1109808,1165996,56188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,48,on the road,tt0337692,On the Road,On the Road,2012,124.0,"Adventure,Drama,Romance",17,22-Mar-13,On the Road,25000000,720828,9313302,8592474,On the Road,IFC,744000.0,8000000.0,2012.0,8744000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
4,54,the secret life of walter mitty,tt0359950,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",37,25-Dec-13,The Secret Life of Walter Mitty,91000000,58236838,187861183,129624345,The Secret Life of Walter Mitty,Fox,58200000.0,129900000.0,2013.0,188100000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
5,58,a walk among the tombstones,tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,2014,114.0,"Action,Crime,Drama",67,19-Sep-14,A Walk Among the Tombstones,28000000,26017685,62108587,36090902,A Walk Among the Tombstones,Uni.,26300000.0,26900000.0,2014.0,53200000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
6,60,jurassic world,tt0369610,Jurassic World,Jurassic World,2015,124.0,"Action,Adventure,Sci-Fi",34,12-Jun-15,Jurassic World,215000000,652270625,1648854864,996584239,Jurassic World,Uni.,652300000.0,1019.0,2015.0,652301019.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
7,62,the rum diary,tt0376136,The Rum Diary,The Rum Diary,2011,119.0,"Comedy,Drama",16,28-Oct-11,The Rum Diary,45000000,13109815,21544732,8434917,The Rum Diary,FD,13100000.0,10800000.0,2011.0,23900000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
8,67,the three stooges,tt0383010,The Three Stooges,The Three Stooges,2012,92.0,"Comedy,Family",4,13-Apr-12,The Three Stooges,30000000,44338224,54052249,9714025,The Three Stooges,Fox,44300000.0,10500000.0,2012.0,54800000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
9,69,andersons cross,tt0393049,Anderson's Cross,Anderson's Cross,2010,98.0,"Comedy,Drama,Romance",65,31-Dec-10,Anderson's Cross,300000,0,0,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
10,71,tangled,tt0398286,Tangled,Tangled,2010,100.0,"Adventure,Animation,Comedy",15,24-Nov-10,Tangled,260000000,200821936,586477240,385655304,Tangled,BV,200800000.0,391000000.0,2010.0,591800000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
11,73,john carter,tt0401729,John Carter,John Carter,2012,132.0,"Action,Adventure,Sci-Fi",14,9-Mar-12,John Carter,275000000,73058679,282778100,209719421,John Carter,BV,73100000.0,211100000.0,2012.0,284200000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
12,76,action jackson,tt0403935,Action Jackson,Action Jackson,2014,144.0,"Action,Thriller",8,12-Feb-88,Action Jackson,7000000,20257000,20257000,0,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
13,92,dinner for schmucks,tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114.0,Comedy,51,30-Jul-10,Dinner for Schmucks,69000000,73026337,86796502,13770165,Dinner for Schmucks,P/DW,73000000.0,13800000.0,2010.0,86800000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
14,95,the a-team,tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",32,11-Jun-10,The A-Team,110000000,77222099,177241171,100019072,The A-Team,Fox,77200000.0,100000000.0,2010.0,177200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
15,97,the possession,tt0431021,The Possession,The Possession,2012,92.0,"Horror,Mystery,Thriller",81,31-Aug-12,The Possession,14000000,49130588,82925064,33794476,The Possession,LGF,49100000.0,36300000.0,2012.0,85400000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
16,99,real steel,tt0433035,Real Steel,Real Steel,2011,127.0,"Action,Drama,Family",31,7-Oct-11,Real Steel,110000000,85463309,263880341,178417032,Real Steel,BV,85500000.0,213800000.0,2011.0,299300000.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
17,103,the giver,tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",2,15-Aug-14,The Giver,25000000,45090374,66540205,21449831,The Giver,Wein.,45100000.0,21900000.0,2014.0,67000000.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,104,toy story 3,tt0435761,Toy Story 3,Toy Story 3,2010,103.0,"Adventure,Animation,Comedy",47,18-Jun-10,Toy Story 3,200000000,415004880,1068879522,653874642,Toy Story 3,BV,415000000.0,652000000.0,2010.0,1067000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
19,107,alita: battle angel,tt0437086,Alita: Battle Angel,Alita: Battle Angel,2019,122.0,"Action,Adventure,Sci-Fi",24,14-Feb-19,Alita: Battle Angel,170000000,85710210,402976036,317265826,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
20,115,lincoln,tt0443272,Lincoln,Lincoln,2012,150.0,"Biography,Drama,History",73,9-Nov-12,Lincoln,65000000,182207973,273346281,91138308,Lincoln,BV,182200000.0,93100000.0,2012.0,275300000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
21,117,before we go,tt0443465,Before We Go,Before We Go,2014,95.0,"Comedy,Drama,Romance",52,4-Sep-15,Before We Go,3000000,37151,483938,446787,Before We Go,RTWC,37200.0,,2015.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
22,118,the history of love,tt0443533,The History of Love,The History of Love,2016,134.0,"Drama,Romance,War",12,18-Nov-16,The History of Love,20000000,0,476624,476624,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,121,scott pilgrim vs. the world,tt0446029,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010,112.0,"Action,Comedy,Fantasy",22,13-Aug-10,Scott Pilgrim vs. The World,85000000,31611316,48056764,16445448,Scott Pilgrim vs. the World,Uni.,31500000.0,16100000.0,2010.0,47600000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
24,125,shazam!,tt0448115,Shazam!,Shazam!,2019,132.0,"Action,Adventure,Comedy",97,5-Apr-19,Shazam!,85000000,139606856,362899733,223292877,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
25,126,puss in boots,tt0448694,Puss in Boots,Puss in Boots,2011,90.0,"Action,Adventure,Animation",46,28-Oct-11,Puss in Boots,130000000,149260504,554987477,405726973,Puss in Boots,P/DW,149300000.0,405700000.0,2011.0,555000000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
26,131,wonder woman,tt0451279,Wonder Woman,Wonder Woman,2017,141.0,"Action,Adventure,Fantasy",55,2-Jun-17,Wonder Woman,150000000,412563408,821133378,408569970,Wonder Woman,WB,412600000.0,409300000.0,2017.0,821900000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
27,134,42,tt0453562,42,42,2013,128.0,"Biography,Drama,Sport",22,12-Apr-13,42,31000000,95020213,97470701,2450488,,,,,,,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,136,life of pi,tt0454876,Life of Pi,Life of Pi,2012,127.0,"Adventure,Drama,Fantasy",88,21-Nov-12,Life of Pi,120000000,124987022,620912003,495924981,Life of Pi,Fox,125000000.0,484000000.0,2012.0,609000000.0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
29,138,the crazies,tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",36,26-Feb-10,The Crazies,19000000,39123589,56445534,17321945,The Crazies,Over.,39100000.0,15700000.0,2010.0,54800000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
30,139,the equalizer,tt0455944,The Equalizer,The Equalizer,2014,132.0,"Action,Crime,Thriller",96,26-Sep-14,The Equalizer,55000000,101530738,192903624,91372886,The Equalizer,Sony,101500000.0,90800000.0,2014.0,192300000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
31,141,captain america: the first avenger,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",10,22-Jul-11,Captain America: The First Avenger,140000000,176654505,370569776,193915271,Captain America: The First Avenger,Par.,176700000.0,193900000.0,2011.0,370600000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
32,143,sin city: a dame to kill for,tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,2014,102.0,"Crime,Thriller",16,22-Aug-14,Sin City: A Dame to Kill For,65000000,13757804,40650842,26893038,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33,158,house at the end of the drive,tt0464054,House at the End of the Drive,House at the End of the Drive,2014,91.0,"Horror,Thriller",28,31-Dec-14,House at the End of the Drive,1400000,0,0,0,,,,,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
34,159,piranha 3d,tt0464154,Piranha 3D,Piranha 3D,2010,88.0,"Comedy,Horror",52,20-Aug-10,Piranha 3D,24000000,25003155,83660160,58657005,Piranha 3D,W/Dim.,25000000.0,58200000.0,2010.0,83200000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
35,165,margaret,tt0466893,Margaret,Margaret,2011,150.0,Drama,27,30-Sep-11,Margaret,14000000,47185,623292,576107,Margaret,FoxS,46500.0,,2011.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,170,ex machina,tt0470752,Ex Machina,Ex Machina,2014,108.0,"Drama,Mystery,Sci-Fi",72,10-Apr-15,Ex Machina,13000000,25440971,38358392,12917421,Ex Machina,A24,25400000.0,11400000.0,2015.0,36800000.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
37,172,tower heist,tt0471042,Tower Heist,Tower Heist,2011,104.0,"Action,Comedy,Crime",5,4-Nov-11,Tower Heist,85000000,78046570,150422946,72376376,Tower Heist,Uni.,78000000.0,74900000.0,2011.0,152900000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
38,173,the smurfs,tt0472181,The Smurfs,The Smurfs,2011,103.0,"Adventure,Animation,Comedy",20,29-Jul-11,The Smurfs,110000000,142614158,563749323,421135165,The Smurfs,Sony,142600000.0,421100000.0,2011.0,563700000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
39,174,the mechanic,tt0472399,The Mechanic,The Mechanic,2011,93.0,"Action,Crime,Thriller",42,28-Jan-11,The Mechanic,42500000,29121498,76347393,47225895,The Mechanic,CBS,29100000.0,47000000.0,2011.0,76100000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
40,181,"hail, caesar!",tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",22,5-Feb-16,"Hail, Caesar!",22000000,30080225,64160680,34080455,"Hail, Caesar!",Uni.,30500000.0,33100000.0,2016.0,63600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
41,185,unstoppable,tt0477080,Unstoppable,Unstoppable,2010,98.0,"Action,Thriller",19,12-Nov-10,Unstoppable,95000000,81562942,165720921,84157979,Unstoppable,Fox,81600000.0,86200000.0,2010.0,167800000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
42,188,the tree of life,tt0478304,The Tree of Life,The Tree of Life,2011,139.0,"Drama,Fantasy",24,27-May-11,The Tree of Life,35000000,13305665,61721826,48416161,The Tree of Life,FoxS,13300000.0,41000000.0,2011.0,54300000.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,190,ant-man,tt0478970,Ant-Man,Ant-Man,2015,117.0,"Action,Adventure,Comedy",43,17-Jul-15,Ant-Man,130000000,180202163,518858449,338656286,Ant-Man,BV,180200000.0,339100000.0,2015.0,519300000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
44,194,season of the witch,tt0479997,Season of the Witch,Season of the Witch,2011,95.0,"Action,Adventure,Fantasy",89,7-Jan-11,Season of the Witch,40000000,24827228,91126600,66299372,Season of the Witch,Rela.,24800000.0,66800000.0,2011.0,91600000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
45,196,the losers,tt0480255,The Losers,The Losers,2010,97.0,"Action,Adventure,Crime",44,23-Apr-10,The Losers,25000000,23591432,29863840,6272408,The Losers,WB,23600000.0,5800000.0,2010.0,29400000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
46,197,hall pass,tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",57,25-Feb-11,Hall Pass,68000000,45060734,87173475,42112741,Hall Pass,WB (NL),45100000.0,38100000.0,2011.0,83200000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
47,199,the croods,tt0481499,The Croods,The Croods,2013,98.0,"Action,Adventure,Animation",26,22-Mar-13,The Croods,135000000,187168425,573068425,385900000,The Croods,Fox,187200000.0,400000000.0,2013.0,587200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
48,201,barry munday,tt0482461,Barry Munday,Barry Munday,2010,95.0,"Comedy,Drama,Romance",61,1-Oct-10,Barry Munday,3000000,0,0,0,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
49,209,red tails,tt0485985,Red Tails,Red Tails,2012,125.0,"Action,Adventure,Drama",61,20-Jan-12,Red Tails,58000000,49876377,50365498,489121,Red Tails,Fox,49900000.0,489000.0,2012.0,50389000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
50,213,silence,tt0490215,Silence,Silence,2016,161.0,"Adventure,Drama,History",42,23-Dec-16,Silence,46500000,7100177,23726626,16626449,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
51,216,something borrowed,tt0491152,Something Borrowed,Something Borrowed,2011,112.0,"Comedy,Drama,Romance",72,6-May-11,Something Borrowed,35000000,39046489,65084116,26037627,Something Borrowed,WB,39000000.0,21100000.0,2011.0,60100000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
52,218,tulip fever,tt0491203,Tulip Fever,Tulip Fever,2017,105.0,"Drama,History,Romance",8,1-Sep-17,Tulip Fever,25000000,2455635,6792768,4337133,Tulip Fever,Wein.,2500000.0,5900000.0,2017.0,8400000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
53,219,furry vengeance,tt0492389,Furry Vengeance,Furry Vengeance,2010,92.0,"Comedy,Family",17,30-Apr-10,Furry Vengeance,35000000,17630465,39340177,21709712,Furry Vengeance,Sum.,17600000.0,18600000.0,2010.0,36200000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
54,221,chips,tt0493405,CHIPS,CHIPS,2017,100.0,"Action,Comedy,Crime",53,24-Mar-17,CHiPS,25000000,18600152,23190292,4590140,CHiPs,WB,18600000.0,8199999.0,2017.0,26799999.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
55,222,ramona and beezus,tt0493949,Ramona and Beezus,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",60,23-Jul-10,Ramona and Beezus,15000000,26167002,27469621,1302619,Ramona and Beezus,Fox,26200000.0,1100000.0,2010.0,27300000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
56,228,rings,tt0498381,Rings,Rings,2017,102.0,"Drama,Horror,Mystery",38,3-Feb-17,Rings,25000000,27793018,82917283,55124265,Rings,Par.,27800000.0,55300000.0,2017.0,83100000.0,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
57,234,a thousand words,tt0763831,A Thousand Words,A Thousand Words,2012,91.0,"Comedy,Drama",1,9-Mar-12,A Thousand Words,40000000,18450127,20790486,2340359,A Thousand Words,P/DW,18500000.0,3600000.0,2012.0,22100000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
58,235,escape from planet earth,tt0765446,Escape from Planet Earth,Escape from Planet Earth,2013,89.0,"Adventure,Animation,Comedy",28,15-Feb-13,Escape From Planet Earth,40000000,57012977,74156610,17143633,Escape From Planet Earth,Wein.,57000000.0,17600000.0,2013.0,74600000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
59,241,whats your number?,tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",24,30-Sep-11,What's Your Number?,20000000,14011084,30163785,16152701,What's Your Number?,Fox,14000000.0,16399999.0,2011.0,30399999.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
60,244,samsara,tt0770802,Samsara,Samsara,2011,102.0,"Documentary,Music",18,24-Aug-12,Samsara,4000000,2672413,5966671,3294258,Samsara,Osci.,2700000.0,,2012.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
61,246,man of steel,tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",29,14-Jun-13,Man of Steel,225000000,291045518,667999518,376954000,Man of Steel,WB,291000000.0,377000000.0,2013.0,668000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
62,252,the illusionist,tt0775489,The Illusionist,L'illusionniste,2010,80.0,"Animation,Drama",22,18-Aug-06,The Illusionist,16500000,39868642,83792062,43923420,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
63,254,drive,tt0780504,Drive,Drive,2011,100.0,"Crime,Drama",36,16-Sep-11,Drive,15000000,35060689,81357930,46297241,,,,,,,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,258,the wolfman,tt0780653,The Wolfman,The Wolfman,2010,103.0,"Drama,Fantasy,Horror",91,12-Feb-10,The Wolfman,150000000,62189884,142634358,80444474,The Wolfman,Uni.,62000000.0,77800000.0,2010.0,139800000.0,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
65,263,the boxtrolls,tt0787474,The Boxtrolls,The Boxtrolls,2014,96.0,"Adventure,Animation,Comedy",94,26-Sep-14,The Boxtrolls,60000000,50837305,111946251,61108946,The Boxtrolls,Focus,50800000.0,58400000.0,2014.0,109200000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
66,264,the man who knew infinity,tt0787524,The Man Who Knew Infinity,The Man Who Knew Infinity,2015,108.0,"Biography,Drama",67,29-Apr-16,The Man Who Knew Infinity,10000000,3877922,12382122,8504200,The Man Who Knew Infinity,IFC,3900000.0,8400000.0,2016.0,12300000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,265,the incredible burt wonderstone,tt0790628,The Incredible Burt Wonderstone,The Incredible Burt Wonderstone,2013,100.0,"Adventure,Comedy,Fantasy",7,15-Mar-13,The Incredible Burt Wonderstone,32000000,22537881,27392609,4854728,The Incredible Burt Wonderstone,WB (NL),22500000.0,4900000.0,2013.0,27400000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
68,266,dallas buyers club,tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013,117.0,"Biography,Drama",73,1-Nov-13,Dallas Buyers Club,5000000,27298285,60611845,33313560,Dallas Buyers Club,Focus,27300000.0,27900000.0,2013.0,55200000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,269,jack reacher,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",68,21-Dec-12,Jack Reacher,60000000,80070736,217370736,137300000,Jack Reacher,Par.,80100000.0,138300000.0,2012.0,218400000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
70,270,r.i.p.d.,tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",55,19-Jul-13,R.I.P.D.,130000000,33618855,79076678,45457823,R.I.P.D.,Uni.,33600000.0,44700000.0,2013.0,78300000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
71,278,clash of the titans,tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",72,1-Apr-10,Clash of the Titans,125000000,163214888,493214888,330000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
72,278,clash of the titans,tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",51,12-Jun-81,Clash of the Titans,15000000,30000000,44400000,14400000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
73,280,nemesis,tt0800353,Nemesis,Nemesis,2010,83.0,Drama,30,29-Jan-93,Nemesis,2000000,2001124,2001124,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,281,thor,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",70,6-May-11,Thor,150000000,181030624,449326618,268295994,Thor,Par.,181000000.0,268300000.0,2011.0,449300000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
75,282,red dog,tt0803061,Red Dog,Red Dog,2011,92.0,"Biography,Comedy,Drama",67,31-Dec-11,Red Dog,9100000,0,20927794,20927794,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
76,283,warcraft,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",46,10-Jun-16,Warcraft,160000000,47225655,425522281,378296626,Warcraft,Uni.,47400000.0,386300000.0,2016.0,433700000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
77,286,its kind of a funny story,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",1,8-Oct-10,It's Kind of a Funny Story,8000000,6363628,6632950,269322,It's Kind of a Funny Story,Focus,6400000.0,128000.0,2010.0,6528000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
78,287,the mule,tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",100,14-Dec-18,The Mule,50000000,103804407,170857676,67053269,The Mule,WB,103800000.0,68700000.0,2018.0,172500000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
79,292,tooth fairy,tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",23,22-Jan-10,Tooth Fairy,48000000,60022256,112610386,52588130,Tooth Fairy,Fox,60000000.0,52400000.0,2010.0,112400000.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
80,297,jack and jill,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,11,11-Nov-11,Jack and Jill,79000000,74158157,150519217,76361060,Jack and Jill,Sony,74200000.0,75500000.0,2011.0,149700000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
81,298,take me home tonight,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",48,4-Mar-11,Take Me Home Tonight,19000000,6928068,7576604,648536,Take Me Home Tonight,Rela.,6900000.0,,2011.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
82,304,percy jackson & the olympians: the lightning thief,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",17,12-Feb-10,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,134282571,Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000.0,2010.0,226500000.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
83,306,shes out of my league,tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",62,12-Mar-10,She's Out of My League,20000000,32010860,48680977,16670117,She's Out of My League,Par.,32000000.0,17800000.0,2010.0,49800000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
84,308,the book thief,tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",41,8-Nov-13,The Book Thief,19000000,21488481,76086711,54598230,The Book Thief,Fox,21500000.0,55100000.0,2013.0,76600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,309,conan the barbarian,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",76,19-Aug-11,Conan the Barbarian,90000000,21295021,63356133,42061112,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
86,309,conan the barbarian,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",44,14-May-82,Conan the Barbarian,20000000,38264085,79114085,40850000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
87,311,interstellar,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",32,5-Nov-14,Interstellar,165000000,188017894,666379375,478361481,Interstellar,Par.,188000000.0,489400000.0,2014.0,677400000.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
